  6,213,030,353  99% - ...
  6,213,030,353  99%  - call-interactively
  6,213,030,353  99%   - apply
  6,213,030,353  99%    - call-interactively@ido-cr+-record-current-command
  6,213,030,353  99%     - #<primitive-function call-interactively>
  6,213,030,353  99%      - funcall-interactively
  6,213,030,353  99%       - smex
  6,213,030,353  99%        - smex-read-and-run
  6,213,030,353  99%         - execute-extended-command
  6,213,030,353  99%          - command-execute
  6,213,030,353  99%           - call-interactively
  6,213,030,353  99%            - apply
  6,213,030,353  99%             - call-interactively@ido-cr+-record-current-command
  6,213,030,353  99%              - #<primitive-function call-interactively>
  6,213,030,353  99%               - funcall-interactively
  6,213,030,353  99%                - pel-profile
  6,211,348,293  99%                 - call-interactively
  6,211,348,293  99%                  - apply
  6,211,348,293  99%                   - call-interactively@ido-cr+-record-current-command
  6,211,348,293  99%                    - #<primitive-function call-interactively>
  6,211,348,293  99%                     - funcall-interactively
  6,211,348,277  99%                      - seed7-complete-statement-or-indent
  6,211,348,277  99%                       - seed7-indent-region
  6,211,348,277  99%                        - seed7--indent-one-line
  6,197,403,389  99%                         - seed7-calc-indent
  3,907,747,374  62%                          - seed7-line-is-defun-end
  3,784,010,411  60%                           - seed7-end-of-defun
  3,735,129,542  60%                            - seed7-top-block-name
  3,727,983,102  59%                             - seed7--to-top
  3,716,001,774  59%                              - seed7-re-search-backward
  2,806,012,017  45%                               - run-with-timer
  2,806,012,017  45%                                - run-at-time
  1,374,617,318  22%                                 - timer-activate
  1,374,617,318  22%                                  - timer--activate
  1,374,223,814  22%                                   - timer--time-less-p
     10,200,499   0%                                      timer--time
    738,846,381  11%                                   timer-relative-time
    523,288,912   8%                                 - timer-set-time
    523,288,912   8%                                    timer--time-setter
    169,257,536   2%                                   timer-create
          1,870   0%                                   timer-set-function
    598,699,792   9%                               - seed7-inside-string-p
     79,234,056   1%                                - syntax-ppss
     71,285,088   1%                                   make-closure
      7,945,920   0%                                 - parse-partial-sexp
      1,321,936   0%                                  - internal--syntax-propertize
        982,128   0%                                   - syntax-propertize
        505,568   0%                                      seed7-mode-syntax-propertize
          1,253   0%                                   syntax-table
            311   0%                                   #<byte-code-function B49>
    194,791,752   3%                               - seed7-inside-comment-p
     83,512,920   1%                                - syntax-ppss
     68,504,464   1%                                   make-closure
      5,968,405   0%                                   parse-partial-sexp
      5,378,652   0%                                   #<byte-code-function 61E>
      2,972,117   0%                                 - syntax-propertize
      2,429,613   0%                                    seed7-mode-syntax-propertize
         32,792   0%                                    syntax-ppss-flush-cache
            470   0%                                   syntax-table
    116,134,345   1%                                 make-closure
          1,116   0%                                 re-search-backward
     10,283,536   0%                              - run-with-timer
     10,283,536   0%                               - run-at-time
      5,047,520   0%                                - timer-activate
      5,047,520   0%                                 - timer--activate
      5,047,520   0%                                    timer--time-less-p
      2,780,368   0%                                  timer-relative-time
      1,929,360   0%                                - timer-set-time
      1,929,360   0%                                   timer--time-setter
        526,288   0%                                  timer-create
        451,696   0%                                make-closure
      6,806,632   0%                             - seed7--block-name
      5,800,360   0%                              - seed7-re-search-forward
      3,804,192   0%                               - seed7-inside-string-p
        331,520   0%                                - syntax-ppss
        331,520   0%                                   make-closure
      1,996,168   0%                               - seed7-inside-comment-p
      1,846,984   0%                                - syntax-ppss
      1,155,296   0%                                 - syntax-propertize
        774,048   0%                                    seed7-mode-syntax-propertize
        658,896   0%                                   make-closure
         32,792   0%                                   parse-partial-sexp
        308,848   0%                                match-string
     25,384,187   0%                            - seed7-re-search-forward
     15,615,848   0%                             - seed7-inside-comment-p
     15,110,280   0%                              - syntax-ppss
     14,473,904   0%                               - syntax-propertize
     13,726,385   0%                                - seed7-mode-syntax-propertize
            216   0%                                   #<byte-code-function E31>
         32,792   0%                                  syntax-ppss-flush-cache
          2,319   0%                                  #<byte-code-function D67>
        472,416   0%                                 make-closure
        163,960   0%                                 parse-partial-sexp
      2,865,403   0%                             - seed7-inside-string-p
        690,523   0%                              - syntax-ppss
        493,136   0%                                 make-closure
        196,752   0%                                 parse-partial-sexp
      2,025,352   0%                             - internal--syntax-propertize
      1,797,432   0%                              - syntax-propertize
      1,619,240   0%                                 seed7-mode-syntax-propertize
     15,444,887   0%                            - seed7-re-search-backward
     10,381,216   0%                             - run-with-timer
     10,381,216   0%                              - run-at-time
      5,053,344   0%                               - timer-activate
      5,053,344   0%                                - timer--activate
      5,053,344   0%                                   timer--time-less-p
      2,780,336   0%                                 timer-relative-time
      1,892,784   0%                               - timer-set-time
      1,892,784   0%                                  timer--time-setter
        654,752   0%                                 timer-create
      3,840,768   0%                             - seed7-inside-string-p
        252,424   0%                              - syntax-ppss
        219,632   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
        662,680   0%                             - seed7-inside-comment-p
        310,440   0%                              - syntax-ppss
        277,648   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
        559,440   0%                               make-closure
        937,292   0%                              match-string
        204,600   0%                              match-string-no-properties
     60,357,891   0%                           - seed7-beg-of-defun
     16,298,585   0%                            - seed7-top-block-name
