  3,184,944,277  99% - ...
  3,184,944,277  99%  - call-interactively@ido-cr+-record-current-command
  3,184,944,277  99%   - #<primitive-function call-interactively>
  3,184,944,277  99%    - funcall-interactively
  3,184,944,277  99%     - smex
  3,184,944,277  99%      - smex-read-and-run
  3,184,944,277  99%       - execute-extended-command
  3,184,944,277  99%        - command-execute
  3,184,944,277  99%         - call-interactively
  3,184,944,277  99%          - apply
  3,184,944,277  99%           - call-interactively@ido-cr+-record-current-command
  3,184,944,277  99%            - #<primitive-function call-interactively>
  3,184,944,277  99%             - funcall-interactively
  3,184,944,277  99%              - pel-profile-all
  3,184,944,277  99%               - pel-profile-indent
  3,184,944,277  99%                - pel-profile-indentation-test-of
  3,183,340,953  99%                 - call-interactively
  3,183,340,953  99%                  - apply
  3,183,340,953  99%                   - call-interactively@ido-cr+-record-current-command
  3,183,340,953  99%                    - #<primitive-function call-interactively>
  3,183,340,953  99%                     - funcall-interactively
  3,183,340,937  99%                      - seed7-complete-statement-or-indent
  3,183,340,937  99%                       - seed7-indent-region
  3,183,340,937  99%                        - seed7--indent-one-line
  3,183,233,913  99%                         - seed7-calc-indent
  1,823,124,451  57%                          - seed7-line-inside-parens-pair-column
  1,823,124,199  57%                           - seed7-line-inside-parens-pair
  1,780,754,779  55%                            - seed7-re-search-backward
  1,756,333,599  55%                             - run-with-timer
  1,756,333,599  55%                              - run-at-time
    932,420,134  29%                               - timer-activate
    932,420,134  29%                                - timer--activate
    932,387,342  29%                                 - timer--time-less-p
      1,674,114   0%                                    timer--time
    504,776,825  15%                                 timer-relative-time
    318,941,872   9%                               - timer-set-time
    318,941,872   9%                                  timer--time-setter
        194,768   0%                                 timer-create
     21,613,910   0%                               re-search-backward
      1,514,566   0%                             - seed7-inside-string-p
      1,113,678   0%                              - syntax-ppss
        918,176   0%                                 parse-partial-sexp
        182,336   0%                                 make-closure
         12,027   0%                                 syntax-table
            942   0%                                 #<byte-code-function 45F>
        957,272   0%                             - seed7-inside-comment-p
        878,536   0%                              - syntax-ppss
        721,424   0%                                 parse-partial-sexp
        124,320   0%                                 make-closure
        204,264   0%                               make-closure
     41,955,196   1%                            - forward-sexp
     41,954,504   1%                               seed7--forward-sexp-function
        119,096   0%                            - seed7-line-inside-syntax-parens-pair
         78,016   0%                             - syntax-ppss
         65,584   0%                                parse-partial-sexp
         12,432   0%                                make-closure
         32,792   0%                               seed7-move-to-line
    386,608,788  12%                          - seed7-line-is-defun-end
    173,570,264   5%                           - seed7-end-of-defun
    162,354,414   5%                            - seed7-top-block-name
    162,216,286   5%                             - seed7--to-top
    160,631,278   5%                              - seed7-re-search-backward
    158,719,198   4%                               - run-with-timer
    158,719,198   4%                                - run-at-time
     93,693,359   2%                                 - timer-activate
     93,693,359   2%                                  - timer--activate
     93,693,359   2%                                   - timer--time-less-p
        721,663   0%                                      timer--time
     39,572,720   1%                                   timer-relative-time
     25,100,040   0%                                 - timer-set-time
     25,100,040   0%                                    timer--time-setter
        352,240   0%                                   timer-create
            839   0%                                   timer-set-function
