     78,013,421  99% - ...
     78,013,421  99%  - call-interactively@ido-cr+-record-current-command
     78,013,421  99%   - #<primitive-function call-interactively>
     78,013,421  99%    - funcall-interactively
     78,013,421  99%     - smex
     78,013,421  99%      - smex-read-and-run
     78,013,421  99%       - execute-extended-command
     78,013,421  99%        - command-execute
     78,013,421  99%         - call-interactively
     78,013,421  99%          - apply
     78,013,421  99%           - call-interactively@ido-cr+-record-current-command
     78,013,421  99%            - #<primitive-function call-interactively>
     78,013,421  99%             - funcall-interactively
     78,013,421  99%              - pel-profile-all
     78,013,421  99%               - pel-profile-indent
     78,013,421  99%                - pel-profile-indentation-test-of
     76,443,889  97%                 - call-interactively
     76,443,889  97%                  - apply
     76,443,889  97%                   - call-interactively@ido-cr+-record-current-command
     76,443,889  97%                    - #<primitive-function call-interactively>
     76,443,889  97%                     - funcall-interactively
     76,443,873  97%                      - seed7-complete-statement-or-indent
     76,443,873  97%                       - seed7-indent-region
     76,443,873  97%                        - seed7--indent-one-line
     76,443,873  97%                         - seed7-calc-indent
     18,225,904  23%                          - seed7-line-inside-parens-pair-column
     18,225,904  23%                           - seed7-line-inside-parens-pair
     16,486,528  21%                            - seed7-re-search-backward
     15,467,136  19%                             - run-with-timer
     15,467,136  19%                              - run-at-time
      8,665,984  11%                               - timer-activate
      8,665,984  11%                                - timer--activate
      8,665,984  11%                                   timer--time-less-p
      4,168,448   5%                                 timer-relative-time
      2,632,704   3%                               - timer-set-time
      2,632,704   3%                                  timer--time-setter
      1,019,392   1%                               re-search-backward
      1,739,376   2%                            - forward-sexp
      1,739,376   2%                               seed7--forward-sexp-function
     14,571,494  18%                          - seed7-line-inside-a-block-cached
     14,571,494  18%                           - seed7-line-inside-a-block
      6,970,849   8%                            - seed7--safe-enclosing-block-bounds
      6,970,849   8%                             - seed7--block-end-pos-for
      6,830,433   8%                              - seed7-to-block-forward
      2,541,276   3%                               - seed7-re-search-forward
        648,452   0%                                - seed7-inside-comment-p
        648,452   0%                                 - syntax-ppss
