  2,092,239,079  99% - ...
  2,092,239,079  99%  - call-interactively@ido-cr+-record-current-command
  2,092,239,079  99%   - #<primitive-function call-interactively>
  2,092,239,079  99%    - funcall-interactively
  2,092,239,079  99%     - smex
  2,092,239,079  99%      - smex-read-and-run
  2,092,239,079  99%       - execute-extended-command
  2,092,239,079  99%        - command-execute
  2,092,239,079  99%         - call-interactively
  2,092,239,079  99%          - apply
  2,092,239,079  99%           - call-interactively@ido-cr+-record-current-command
  2,092,239,079  99%            - #<primitive-function call-interactively>
  2,092,239,079  99%             - funcall-interactively
  2,092,239,079  99%              - pel-profile-all
  2,092,239,079  99%               - pel-profile-indent
  2,092,239,079  99%                - pel-profile-indentation-test-of
  2,090,635,755  99%                 - call-interactively
  2,090,635,755  99%                  - apply
  2,090,635,755  99%                   - call-interactively@ido-cr+-record-current-command
  2,090,635,755  99%                    - #<primitive-function call-interactively>
  2,090,635,755  99%                     - funcall-interactively
  2,090,635,739  99%                      - seed7-complete-statement-or-indent
  2,090,635,739  99%                       - seed7-indent-region
  2,090,635,739  99%                        - seed7--indent-one-line
  2,090,635,739  99%                         - seed7-calc-indent
  1,205,432,730  57%                          - seed7-line-inside-parens-pair-column
  1,205,432,730  57%                           - seed7-line-inside-parens-pair
  1,192,080,674  56%                            - seed7-re-search-backward
  1,173,873,156  56%                             - run-with-timer
  1,173,873,156  56%                              - run-at-time
    657,977,747  31%                               - timer-activate
    657,977,747  31%                                - timer--activate
    657,977,747  31%                                 - timer--time-less-p
        951,567   0%                                    timer--time
    316,196,184  15%                                 timer-relative-time
    199,698,776   9%                               - timer-set-time
    199,698,408   9%                                  timer--time-setter
            449   0%                                 timer-set-function
     17,108,488   0%                               re-search-backward
        531,580   0%                             - seed7-inside-string-p
        465,996   0%                              - syntax-ppss
        459,088   0%                                 parse-partial-sexp
        501,658   0%                             - seed7-inside-comment-p
        501,658   0%                              - syntax-ppss
        491,880   0%                                 parse-partial-sexp
          9,511   0%                                 syntax-table
             11   0%                                 #<byte-code-function C44>
            208   0%                               make-closure
     13,024,136   0%                            - forward-sexp
     13,023,520   0%                               seed7--forward-sexp-function
         32,792   0%                            - seed7-line-inside-syntax-parens-pair
         32,792   0%                             - syntax-ppss
         32,792   0%                                parse-partial-sexp
    207,013,983   9%                          - seed7-line-is-defun-end
     69,674,758   3%                             looking-back
     69,102,592   3%                           - seed7-end-of-defun
     64,419,846   3%                            - seed7-top-block-name
     64,335,126   3%                             - seed7--to-top
     63,468,822   3%                              - seed7-re-search-backward
     63,376,568   3%                               - run-with-timer
     63,376,568   3%                                - run-at-time
     38,983,352   1%                                 - timer-activate
     38,983,352   1%                                  - timer--activate
     38,950,560   1%                                     timer--time-less-p
     14,950,656   0%                                   timer-relative-time
      9,442,560   0%                                 - timer-set-time
      9,442,560   0%                                    timer--time-setter
         59,462   0%                               - seed7-inside-comment-p
         59,462   0%                                - syntax-ppss
         59,462   0%                                 - syntax-propertize
         59,462   0%                                    seed7-mode-syntax-propertize
         32,792   0%                               - seed7-inside-string-p
         32,792   0%                                - syntax-ppss
         32,792   0%                                   parse-partial-sexp
        866,304   0%                              - run-with-timer
        866,304   0%                               - run-at-time
        485,376   0%                                - timer-activate
        485,376   0%                                 - timer--activate
        485,376   0%                                    timer--time-less-p
        233,472   0%                                  timer-relative-time
        147,456   0%                                - timer-set-time
        147,456   0%                                   timer--time-setter
         84,720   0%                             - seed7--block-name
         43,800   0%                                match-string
      1,228,315   0%                            - seed7-re-search-forward
        734,883   0%                             - seed7-inside-comment-p
        734,883   0%                              - syntax-ppss
        669,299   0%                               - syntax-propertize
        669,299   0%                                  seed7-mode-syntax-propertize
         65,584   0%                                 parse-partial-sexp
      1,040,192   0%                              match-string
        932,976   0%                              match-string-no-properties
        866,304   0%                            - seed7-re-search-backward
        866,304   0%                             - run-with-timer
        866,304   0%                              - run-at-time
        485,376   0%                               - timer-activate
        485,376   0%                                - timer--activate
        485,376   0%                                   timer--time-less-p
        233,472   0%                                 timer-relative-time
        147,456   0%                               - timer-set-time
        147,456   0%                                  timer--time-setter
     23,548,793   1%                           - seed7-beg-of-defun
     17,804,268   0%                            - seed7-re-search-backward
     16,958,320   0%                             - run-with-timer
     16,958,320   0%                              - run-at-time
      9,501,488   0%                               - timer-activate
      9,501,488   0%                                - timer--activate
      9,501,488   0%                                   timer--time-less-p
      4,570,304   0%                                 timer-relative-time
      2,886,528   0%                               - timer-set-time
      2,886,528   0%                                  timer--time-setter
        845,948   0%                               re-search-backward
      1,616,370   0%                            - seed7-top-block-name
        896,328   0%                             - seed7--to-top
        630,120   0%                              - seed7-re-search-backward
        336,760   0%                               - run-with-timer
        336,760   0%                                - run-at-time
        186,912   0%                                 - timer-activate
        186,912   0%                                  - timer--activate
        186,912   0%                                     timer--time-less-p
         78,104   0%                                 - timer-set-time
         78,104   0%                                    timer--time-setter
         71,744   0%                                   timer-relative-time
        293,360   0%                                 re-search-backward
        266,208   0%                              - run-with-timer
        266,208   0%                               - run-at-time
        149,152   0%                                - timer-activate
        149,152   0%                                 - timer--activate
        149,152   0%                                    timer--time-less-p
         71,744   0%                                  timer-relative-time
         45,312   0%                                - timer-set-time
         45,312   0%                                   timer--time-setter
        720,042   0%                             - seed7--block-name
        714,962   0%                                seed7-re-search-forward
          5,080   0%                                match-string
      1,351,911   0%                            - seed7-re-search-backward-closest
      1,351,911   0%                             - seed7-re-search-backward
        805,959   0%                                re-search-backward
        545,952   0%                              - run-with-timer
        545,952   0%                               - run-at-time
        305,888   0%                                - timer-activate
        305,888   0%                                 - timer--activate
        305,888   0%                                    timer--time-less-p
        147,136   0%                                  timer-relative-time
         92,928   0%                                - timer-set-time
         92,928   0%                                   timer--time-setter
        482,856   0%                              match-string-no-properties
