  3,217,791,814  99% - ...
  3,217,791,814  99%  - #<primitive-function call-interactively>
  3,217,791,814  99%   - funcall-interactively
  3,217,791,814  99%    - smex
  3,217,791,814  99%     - smex-read-and-run
  3,217,791,814  99%      - execute-extended-command
  3,217,791,814  99%       - command-execute
  3,217,791,814  99%        - call-interactively
  3,217,791,814  99%         - apply
  3,217,791,814  99%          - call-interactively@ido-cr+-record-current-command
  3,217,791,814  99%           - #<primitive-function call-interactively>
  3,217,791,814  99%            - funcall-interactively
  3,217,791,814  99%             - pel-profile-all
  3,217,791,814  99%              - pel-profile-dir
  3,217,791,814  99%               - pel-profile-indent
  3,217,791,814  99%                - pel-profile-indentation-test-of
  3,216,211,018  99%                 - call-interactively
  3,216,211,018  99%                  - apply
  3,216,211,018  99%                   - call-interactively@ido-cr+-record-current-command
  3,216,211,018  99%                    - #<primitive-function call-interactively>
  3,216,211,018  99%                     - funcall-interactively
  3,216,211,002  99%                      - seed7-complete-statement-or-indent
  3,216,211,002  99%                       - seed7-indent-region
  3,216,211,002  99%                        - seed7--indent-one-line
  3,216,137,265  99%                         - seed7-calc-indent
  1,923,264,433  59%                          - seed7-line-inside-parens-pair-column
  1,923,264,433  59%                           - seed7-line-inside-parens-pair
  1,881,084,782  58%                            - seed7-re-search-backward
  1,853,964,267  57%                             - run-with-timer
  1,853,964,267  57%                              - run-at-time
    904,802,015  28%                               - timer-activate
    904,802,015  28%                                - timer--activate
    904,638,055  28%                                 - timer--time-less-p
      1,608,160   0%                                    timer--time
    581,287,701  18%                                 timer-relative-time
    367,276,328  11%                               - timer-set-time
    367,276,248  11%                                  timer--time-setter
        596,736   0%                                 timer-create
          1,487   0%                                 timer-set-function
     22,574,251   0%                               re-search-backward
      2,815,171   0%                             - seed7-inside-string-p
      1,477,739   0%                              - syntax-ppss
        983,760   0%                                 parse-partial-sexp
        493,136   0%                                 make-closure
             33   0%                                 syntax-table
              1   0%                                 #<byte-code-function EAF>
      1,345,139   0%                             - seed7-inside-comment-p
      1,005,331   0%                              - syntax-ppss
        590,256   0%                                 parse-partial-sexp
        414,400   0%                                 make-closure
            464   0%                                 syntax-table
             35   0%                                 #<byte-code-function 51D>
        353,162   0%                               make-closure
     41,884,870   1%                            - forward-sexp
     41,883,408   1%                               seed7--forward-sexp-function
        126,677   0%                            - seed7-line-inside-syntax-parens-pair
        114,245   0%                             - syntax-ppss
         98,376   0%                                parse-partial-sexp
         11,725   0%                                #<byte-code-function 82C>
          4,144   0%                                make-closure
    349,686,892  10%                          - seed7-line-is-defun-end
    143,649,988   4%                           - seed7-end-of-defun
    132,208,515   4%                            - seed7-top-block-name
    132,090,987   4%                             - seed7--to-top
    130,518,187   4%                              - seed7-re-search-backward
    127,943,168   3%                               - run-with-timer
    127,943,168   3%                                - run-at-time
     62,638,520   1%                                 - timer-activate
     62,638,520   1%                                  - timer--activate
     62,540,144   1%                                   - timer--time-less-p
        918,176   0%                                      timer--time
     39,671,112   1%                                   timer-relative-time
     25,239,856   0%                                 - timer-set-time
     25,239,856   0%                                    timer--time-setter
        393,680   0%                                   timer-create
      1,486,221   0%                               - seed7-inside-string-p
        427,877   0%                                - syntax-ppss
        299,272   0%                                 - parse-partial-sexp
          4,144   0%                                  - internal--syntax-propertize
          4,144   0%                                   - syntax-propertize
          4,144   0%                                      seed7-mode-syntax-propertize
        128,464   0%                                   make-closure
        836,164   0%                               - seed7-inside-comment-p
        546,084   0%                                - syntax-ppss
        327,920   0%                                   parse-partial-sexp
        145,040   0%                                   make-closure
         40,332   0%                                 - syntax-propertize
         40,332   0%                                    seed7-mode-syntax-propertize
        186,809   0%                                 make-closure
            241   0%                                 re-search-backward
      1,179,296   0%                              - run-with-timer
      1,179,296   0%                               - run-at-time
        577,152   0%                                - timer-activate
        577,152   0%                                 - timer--activate
        577,152   0%                                    timer--time-less-p
        369,056   0%                                  timer-relative-time
        233,088   0%                                - timer-set-time
        233,088   0%                                   timer--time-setter
        117,528   0%                             - seed7--block-name
         55,992   0%                                match-string
          8,288   0%                              - seed7-re-search-forward
          8,288   0%                                 seed7-inside-string-p
      3,497,664   0%                              match-string
      3,187,595   0%                            - seed7-re-search-forward
      1,708,851   0%                             - seed7-inside-comment-p
      1,642,547   0%                              - syntax-ppss
      1,228,323   0%                               - syntax-propertize
      1,187,243   0%                                  seed7-mode-syntax-propertize
         32,792   0%                                  syntax-ppss-flush-cache
        360,712   0%                                 parse-partial-sexp
         20,720   0%                                 make-closure
        649,352   0%                             - seed7-inside-string-p
        332,424   0%                              - syntax-ppss
        295,128   0%                                 parse-partial-sexp
         37,296   0%                                 make-closure
      2,472,816   0%                              match-string-no-properties
      1,216,592   0%                            - seed7-re-search-backward
      1,191,728   0%                             - run-with-timer
      1,191,728   0%                              - run-at-time
        581,296   0%                               - timer-activate
        581,296   0%                                - timer--activate
        581,296   0%                                   timer--time-less-p
        369,056   0%                                 timer-relative-time
        233,088   0%                               - timer-set-time
        233,088   0%                                  timer--time-setter
          8,288   0%                                 timer-create
         20,720   0%                               seed7-inside-string-p
          4,144   0%                               seed7-inside-comment-p
     99,414,869   3%                             looking-back
     55,051,980   1%                           - seed7-beg-of-defun
     44,773,777   1%                            - seed7-re-search-backward
     43,413,432   1%                             - run-with-timer
     43,413,432   1%                              - run-at-time
     21,185,896   0%                               - timer-activate
     21,185,896   0%                                - timer--activate
     21,185,896   0%                                 - timer--time-less-p
         32,792   0%                                    timer--time
     13,610,592   0%                                 timer-relative-time
      8,608,656   0%                               - timer-set-time
      8,608,656   0%                                  timer--time-setter
          8,288   0%                                 timer-create
      1,187,017   0%                               re-search-backward
        103,240   0%                             - seed7-inside-string-p
         45,224   0%                              - syntax-ppss
         32,792   0%                                 parse-partial-sexp
         12,432   0%                                 make-closure
         53,512   0%                             - seed7-inside-comment-p
         41,080   0%                              - syntax-ppss
         32,792   0%                                 parse-partial-sexp
          8,288   0%                                 make-closure
         16,576   0%                               make-closure
      2,567,240   0%                            - seed7-top-block-name
      1,300,816   0%                             - seed7--block-name
      1,271,208   0%                                seed7-re-search-forward
         13,240   0%                                match-string
      1,266,424   0%                             - seed7--to-top
        863,584   0%                              - seed7-re-search-backward
        497,680   0%                                 re-search-backward
        365,904   0%                               - run-with-timer
        365,904   0%                                - run-at-time
        178,416   0%                                 - timer-activate
        178,416   0%                                  - timer--activate
        178,416   0%                                     timer--time-less-p
        114,912   0%                                   timer-relative-time
         72,576   0%                                 - timer-set-time
         72,576   0%                                    timer--time-setter
        402,840   0%                              - run-with-timer
        402,840   0%                               - run-at-time
        215,352   0%                                - timer-activate
        215,352   0%                                 - timer--activate
        215,352   0%                                  - timer--time-less-p
         32,792   0%                                     timer--time
        114,912   0%                                  timer-relative-time
         72,576   0%                                - timer-set-time
         72,576   0%                                   timer--time-setter
      2,112,692   0%                            - seed7-re-search-backward-closest
      2,112,692   0%                             - seed7-re-search-backward
      1,373,140   0%                                re-search-backward
        739,552   0%                              - run-with-timer
        739,552   0%                               - run-at-time
        360,608   0%                                - timer-activate
        360,608   0%                                 - timer--activate
        360,608   0%                                    timer--time-less-p
        232,256   0%                                  timer-relative-time
        146,688   0%                                - timer-set-time
        146,688   0%                                   timer--time-setter
      1,516,000   0%                              match-string
      1,187,728   0%                              match-string-no-properties
     27,847,256   0%                           - seed7-move-to-line
     27,847,256   0%                            - seed7-to-previous-non-empty-line
         45,224   0%                             - seed7-inside-comment-p
         41,080   0%                              - syntax-ppss
         32,792   0%                                 parse-partial-sexp
          8,288   0%                                 make-closure
     12,854,300   0%                           - seed7-line-starts-with-any
     12,854,300   0%                              seed7-line-starts-with
     10,047,767   0%                           - seed7--current-line-nth-word
     10,031,191   0%                            - thing-at-point
      7,402,463   0%                             - bounds-of-thing-at-point
      4,351,800   0%                              - #<byte-code-function AE1>
      4,351,800   0%                               - forward-thing
      4,351,800   0%                                  format
      2,678,935   0%                              - #<byte-code-function 89B>
      2,678,935   0%                               - forward-thing
      2,672,432   0%                                  format
          6,503   0%                                  intern-soft
        193,536   0%                                re-search-forward
        107,744   0%                                make-closure
         33,152   0%                              - seq-some
         33,152   0%                                 make-closure
        787,580   0%                           - seed7--safe-current-line-defun-start-indent
        787,580   0%                            - seed7-to-block-backward
        724,220   0%                             - seed7-re-search-backward
        420,692   0%                                re-search-backward
        295,240   0%                              - run-with-timer
        295,240   0%                               - run-at-time
        143,960   0%                                - timer-activate
        143,960   0%                                 - timer--activate
        143,960   0%                                    timer--time-less-p
         92,720   0%                                  timer-relative-time
         58,560   0%                                - timer-set-time
         58,560   0%                                   timer--time-setter
          8,288   0%                                seed7-inside-string-p
         63,360   0%                             - seed7--current-line-nth-word
         63,360   0%                              - thing-at-point
         32,736   0%                               - bounds-of-thing-at-point
         32,736   0%                                - #<byte-code-function CCD>
         32,736   0%                                 - forward-thing
         32,736   0%                                    format
