  2,771,091,925  99% - ...
  2,771,091,925  99%  - #<primitive-function call-interactively>
  2,771,091,925  99%   - funcall-interactively
  2,771,091,925  99%    - smex
  2,771,091,925  99%     - smex-read-and-run
  2,771,091,925  99%      - execute-extended-command
  2,771,091,925  99%       - command-execute
  2,771,091,925  99%        - call-interactively
  2,771,091,925  99%         - apply
  2,771,091,925  99%          - call-interactively@ido-cr+-record-current-command
  2,771,091,925  99%           - #<primitive-function call-interactively>
  2,771,091,925  99%            - funcall-interactively
  2,771,091,925  99%             - pel-profile-all
  2,771,091,925  99%              - pel-profile-dir
  2,771,091,925  99%               - pel-profile-indent
  2,771,091,925  99%                - pel-profile-indentation-test-of
  2,769,511,129  99%                 - call-interactively
  2,769,511,129  99%                  - apply
  2,769,511,129  99%                   - call-interactively@ido-cr+-record-current-command
  2,769,511,129  99%                    - #<primitive-function call-interactively>
  2,769,511,129  99%                     - funcall-interactively
  2,769,511,113  99%                      - seed7-complete-statement-or-indent
  2,769,511,113  99%                       - seed7-indent-region
  2,769,511,113  99%                        - seed7--indent-one-line
  2,769,510,955  99%                         - seed7-calc-indent
  2,056,092,338  74%                          - seed7-line-inside-parens-pair-column
  2,056,092,338  74%                           - seed7-line-inside-parens-pair
  2,018,100,089  72%                            - seed7-re-search-backward
  2,001,995,011  72%                             - run-with-timer
  2,001,995,011  72%                              - run-at-time
  1,225,730,451  44%                                 timer-relative-time
    774,055,450  27%                               - timer-set-time
    774,053,136  27%                                  timer--time-setter
      2,204,905   0%                               - timer-activate
      2,204,905   0%                                - timer--activate
      2,139,321   0%                                 - timer--time-less-p
      2,139,321   0%                                    timer--time
          4,205   0%                                 timer-set-function
     14,331,702   0%                               re-search-backward
      1,031,664   0%                             - seed7-inside-string-p
        834,912   0%                              - syntax-ppss
        819,800   0%                                 parse-partial-sexp
          7,131   0%                                 #<byte-code-function D37>
          6,734   0%                                 syntax-table
        666,915   0%                             - seed7-inside-comment-p
        666,915   0%                              - syntax-ppss
        623,048   0%                                 parse-partial-sexp
          9,220   0%                                 #<byte-code-function 5EA>
            917   0%                                 syntax-table
          9,213   0%                               make-closure
     37,795,497   1%                            - forward-sexp
     37,790,128   1%                               seed7--forward-sexp-function
    172,531,679   6%                          - seed7-line-inside-a-block-cached
    172,531,679   6%                           - seed7-line-inside-a-block
     96,429,119   3%                            - seed7--safe-enclosing-block-bounds
     96,429,119   3%                             - seed7--block-end-pos-for
     96,188,473   3%                              - seed7-to-block-forward
     50,844,585   1%                               - seed7-re-search-forward
     29,618,050   1%                                - seed7-inside-comment-p
     29,618,050   1%                                 - syntax-ppss
     29,552,466   1%                                  - syntax-propertize
     29,552,466   1%                                     seed7-mode-syntax-propertize
         65,584   0%                                    parse-partial-sexp
     19,648,288   0%                               - seed7-inside-line-trailing-whitespace-before-line-end-comment-p
