           7  53% - ...
           7  53%  - pel-profile-dir
           7  53%   - pel-profile-indent
           7  53%    - pel-profile-indentation-test-of
           7  53%     - call-interactively
           7  53%      - apply
           7  53%       - call-interactively@ido-cr+-record-current-command
           7  53%        - #<primitive-function call-interactively>
           7  53%         - funcall-interactively
           7  53%          - seed7-complete-statement-or-indent
           7  53%           - seed7-indent-region
           7  53%            - seed7--indent-one-line
           7  53%             - seed7-calc-indent
           3  23%              - seed7-line-inside-assign-statement-continuation
           3  23%               - seed7-assign-op-pos
           3  23%                - seed7-re-search-backward
           2  15%                 - run-with-timer
           2  15%                  - run-at-time
           2  15%                   - timer-activate
           2  15%                    - timer--activate
           2  15%                       timer--time-less-p
           1   7%                   re-search-backward
           2  15%              - seed7-comment-column
           2  15%               - seed7-calc-indent
           1   7%                - seed7-line-at-endof-array-definition-block
           1   7%                 - seed7-move-to-line
           1   7%                  - seed7-to-previous-non-empty-line
           1   7%                   - seed7-inside-comment-p
           1   7%                    - syntax-ppss
           1   7%                       parse-partial-sexp
           1   7%                - seed7-line-starts-with-open-paren-after-logic-operator
           1   7%                 - seed7-move-to-line
           1   7%                  - seed7-to-previous-non-empty-line
           1   7%                   - seed7-inside-comment-p
           1   7%                    - syntax-ppss
           1   7%                       parse-partial-sexp
           1   7%              - seed7-line-inside-a-block-cached
           1   7%               - seed7-line-inside-a-block
           1   7%                - seed7--safe-enclosing-block-bounds
           1   7%                 - seed7--block-end-pos-for
           1   7%                  - seed7-to-block-forward
           1   7%                   - seed7-inside-line-trailing-whitespace-before-line-end-comment-p
           1   7%                    - seed7-inside-line-indent-before-comment-p
           1   7%                     - seed7-inside-comment-p
           1   7%                      - syntax-ppss
           1   7%                         parse-partial-sexp
           1   7%              - seed7-line-inside-logic-check-expression
           1   7%               - seed7-to-previous-line-starts-with
           1   7%                - seed7-re-search-backward
           1   7%                 - run-with-timer
           1   7%                  - run-at-time
           1   7%                   - timer-activate
           1   7%                    - timer--activate
           1   7%                       timer--time-less-p
           6  46%   Automatic GC
