          45  72% - ...
          45  72%  - pel-profile-all
          45  72%   - pel-profile-dir
          45  72%    - pel-profile-indent
          45  72%     - pel-profile-indentation-test-of
          45  72%      - call-interactively
          45  72%       - apply
          45  72%        - call-interactively@ido-cr+-record-current-command
          45  72%         - #<primitive-function call-interactively>
          45  72%          - funcall-interactively
          45  72%           - seed7-complete-statement-or-indent
          45  72%            - seed7-indent-region
          45  72%             - seed7--indent-one-line
          45  72%              - seed7-calc-indent
          17  27%               - seed7-comment-column
          17  27%                - seed7-calc-indent
           4   6%                 - seed7-line-inside-parens-pair-column
           4   6%                  - seed7-line-inside-parens-pair
           4   6%                   - seed7-re-search-backward
           4   6%                    - seed7-inside-comment-p
           4   6%                     - syntax-ppss
           4   6%                        parse-partial-sexp
           3   4%                 - seed7-line-at-endof-set-definition-block
           3   4%                  - seed7-move-to-line
           3   4%                   - seed7-to-previous-non-empty-line
           3   4%                    - seed7-inside-comment-p
           3   4%                     - syntax-ppss
           3   4%                        parse-partial-sexp
           3   4%                 - seed7-line-starts-with-open-paren-after-logic-operator
           3   4%                  - seed7-move-to-line
           3   4%                   - seed7-to-previous-non-empty-line
           3   4%                    - seed7-inside-comment-p
           2   3%                     - syntax-ppss
           2   3%                        parse-partial-sexp
           2   3%                 - seed7-line-is-defun-end
           2   3%                  - seed7-move-to-line
           2   3%                   - seed7-to-previous-non-empty-line
           2   3%                    - seed7-inside-comment-p
           2   3%                     - syntax-ppss
           2   3%                        parse-partial-sexp
           2   3%                 - seed7-line-after-func-return-logic-operator-column
           2   3%                  - seed7-move-to-line
           2   3%                   - seed7-to-previous-non-empty-line
           2   3%                    - seed7-inside-comment-p
           2   3%                     - syntax-ppss
           1   1%                        syntax-ppss--update-stats
           1   1%                        parse-partial-sexp
           1   1%                 - seed7-line-at-endof-parenthesized-statement
           1   1%                  - seed7-move-to-line
           1   1%                   - seed7-to-previous-non-empty-line
           1   1%                    - seed7-inside-comment-p
           1   1%                     - syntax-ppss
           1   1%                        parse-partial-sexp
           1   1%                 - seed7-line-at-endof-array-definition-block
           1   1%                  - seed7-move-to-line
           1   1%                   - seed7-to-previous-non-empty-line
           1   1%                    - seed7-inside-comment-p
           1   1%                     - syntax-ppss
           1   1%                        parse-partial-sexp
           1   1%                 - seed7-line-inside-set-definition-block
           1   1%                  - seed7-re-search-backward
           1   1%                   - run-with-timer
           1   1%                    - run-at-time
           1   1%                     - timer-set-time
           1   1%                        timer--time-setter
          10  16%               - seed7-line-inside-a-block-cached
          10  16%                - seed7-line-inside-a-block
           7  11%                 - seed7--safe-enclosing-block-bounds
           7  11%                  - seed7--block-end-pos-for
           6   9%                   - seed7-to-block-forward
           2   3%                    - seed7-end-of-defun
           2   3%                     - seed7-top-block-name
           2   3%                      - seed7--to-top
