  2,931,329,384  96% - ...
  2,931,329,384  96%  - #<primitive-function call-interactively>
  2,931,329,384  96%   - funcall-interactively
  2,931,329,384  96%    - smex
  2,931,329,384  96%     - smex-read-and-run
  2,931,329,384  96%      - execute-extended-command
  2,931,329,384  96%       - command-execute
  2,931,329,384  96%        - call-interactively
  2,931,329,384  96%         - apply
  2,931,329,384  96%          - call-interactively@ido-cr+-record-current-command
  2,931,329,384  96%           - #<primitive-function call-interactively>
  2,931,329,384  96%            - funcall-interactively
  2,931,329,384  96%             - pel-profile-all
  2,931,329,384  96%              - pel-profile-dir
  2,931,329,384  96%               - pel-profile-indent
  2,931,329,384  96%                - pel-profile-indentation-test-of
  2,929,726,060  96%                 - call-interactively
  2,929,726,060  96%                  - apply
  2,929,726,060  96%                   - call-interactively@ido-cr+-record-current-command
  2,929,726,060  96%                    - #<primitive-function call-interactively>
  2,929,726,060  96%                     - funcall-interactively
  2,929,726,044  96%                      - seed7-complete-statement-or-indent
  2,929,726,044  96%                       - seed7-indent-region
  2,929,726,044  96%                        - seed7--indent-one-line
  2,929,726,044  96%                         - seed7-calc-indent
  1,804,742,621  59%                          - seed7-line-inside-parens-pair-column
  1,804,742,621  59%                           - seed7-line-inside-parens-pair
  1,796,593,879  59%                            - seed7-re-search-backward
  1,772,663,057  58%                             - run-with-timer
  1,772,663,057  58%                              - run-at-time
  1,769,449,182  58%                               - timer-set-time
  1,769,361,768  58%                                  timer--time-setter
      3,075,467   0%                               - timer-activate
      3,075,467   0%                                - timer--activate
      2,942,355   0%                                 - timer--time-less-p
      2,942,355   0%                                    timer--time
        125,976   0%                                 timer-set-function
         12,432   0%                                 timer-create
     21,221,735   0%                               re-search-backward
      1,321,679   0%                             - seed7-inside-comment-p
      1,313,391   0%                              - syntax-ppss
      1,049,344   0%                                 parse-partial-sexp
         48,686   0%                                 syntax-table
         29,625   0%                                 #<byte-code-function 129>
         12,432   0%                                 make-closure
      1,128,817   0%                             - seed7-inside-string-p
        882,337   0%                              - syntax-ppss
        787,008   0%                                 parse-partial-sexp
         15,165   0%                                 syntax-table
          8,288   0%                                 make-closure
          2,565   0%                                 #<byte-code-function C05>
        225,799   0%                               make-closure
      6,581,510   0%                            - forward-sexp
      6,363,744   0%                               seed7--forward-sexp-function
      1,206,520   0%                            - seed7-line-inside-syntax-parens-pair
      1,206,520   0%                             - forward-sexp
      1,206,520   0%                                seed7--forward-sexp-function
    283,445,763   9%                          - seed7-line-inside-a-block-cached
    283,412,971   9%                           - seed7-line-inside-a-block
    191,417,856   6%                            - seed7--safe-enclosing-block-bounds
    191,417,856   6%                             - seed7--block-end-pos-for
    190,856,320   6%                              - seed7-to-block-forward
     88,494,761   2%                               - seed7-re-search-forward
     54,578,735   1%                                - seed7-inside-comment-p
     54,578,735   1%                                 - syntax-ppss
     54,513,151   1%                                  - syntax-propertize
     54,509,007   1%                                     seed7-mode-syntax-propertize
         65,584   0%                                    parse-partial-sexp
         32,792   0%                                  seed7-inside-string-p
