      5,939,086  99% - ...
      5,939,086  99%  - #<primitive-function call-interactively>
      5,939,086  99%   - funcall-interactively
      5,939,086  99%    - smex
      5,939,086  99%     - smex-read-and-run
      5,939,086  99%      - execute-extended-command
      5,939,086  99%       - command-execute
      5,939,086  99%        - call-interactively
      5,939,086  99%         - apply
      5,939,086  99%          - call-interactively@ido-cr+-record-current-command
      5,939,086  99%           - #<primitive-function call-interactively>
      5,939,086  99%            - funcall-interactively
      5,939,086  99%             - pel-profile-all
      5,939,086  99%              - pel-profile-dir
      5,939,086  99%               - pel-profile-indent
      5,939,086  99%                - pel-profile-indentation-test-of
      4,378,002  73%                 - call-interactively
      4,378,002  73%                  - apply
      4,378,002  73%                   - call-interactively@ido-cr+-record-current-command
      4,378,002  73%                    - #<primitive-function call-interactively>
      4,378,002  73%                     - funcall-interactively
      4,377,986  73%                      - seed7-complete-statement-or-indent
      4,377,986  73%                       - seed7-indent-region
      4,377,986  73%                        - seed7--indent-one-line
      4,377,986  73%                         - seed7-calc-indent
      1,041,902  17%                          - seed7-line-inside-a-block-cached
      1,041,902  17%                           - seed7-line-inside-a-block
        606,232  10%                            - seed7--safe-enclosing-block-bounds
        606,232  10%                             - seed7--block-end-pos-for
        558,104   9%                              - seed7-to-block-forward
        331,900   5%                               - seed7-end-of-defun
        240,960   4%                                - seed7-top-block-name
        232,768   3%                                 - seed7--to-top
        201,792   3%                                  - seed7-re-search-backward
        193,600   3%                                   - run-with-timer
        193,600   3%                                    - run-at-time
         94,400   1%                                     - timer-activate
         94,400   1%                                      - timer--activate
         94,400   1%                                         timer--time-less-p
         60,800   1%                                       timer-relative-time
         38,400   0%                                     - timer-set-time
         38,400   0%                                        timer--time-setter
          8,192   0%                                     re-search-backward
         30,976   0%                                  - run-with-timer
         30,976   0%                                   - run-at-time
         15,104   0%                                    - timer-activate
         15,104   0%                                     - timer--activate
         15,104   0%                                        timer--time-less-p
          9,728   0%                                      timer-relative-time
          6,144   0%                                    - timer-set-time
          6,144   0%                                       timer--time-setter
          8,192   0%                                 - seed7--block-name
          8,192   0%                                    seed7-re-search-forward
         31,308   0%                                  seed7-re-search-forward
         30,976   0%                                - seed7-re-search-backward
         30,976   0%                                 - run-with-timer
         30,976   0%                                  - run-at-time
         15,104   0%                                   - timer-activate
         15,104   0%                                    - timer--activate
         15,104   0%                                       timer--time-less-p
          9,728   0%                                     timer-relative-time
          6,144   0%                                   - timer-set-time
          6,144   0%                                      timer--time-setter
          8,184   0%                                  match-string
         98,252   1%                                 seed7-re-search-forward
         72,704   1%                                 seed7-inside-line-trailing-whitespace-before-line-end-comment-p
         55,248   0%                               - seed7--current-line-nth-word
         55,248   0%                                - thing-at-point
         55,248   0%                                 - bounds-of-thing-at-point
