  2,075,694,255  99% - ...
  2,075,694,255  99%  - #<primitive-function call-interactively>
  2,075,694,255  99%   - funcall-interactively
  2,075,694,255  99%    - smex
  2,075,694,255  99%     - smex-read-and-run
  2,075,694,255  99%      - execute-extended-command
  2,075,694,255  99%       - command-execute
  2,075,694,255  99%        - call-interactively
  2,075,694,255  99%         - apply
  2,075,694,255  99%          - call-interactively@ido-cr+-record-current-command
  2,075,694,255  99%           - #<primitive-function call-interactively>
  2,075,694,255  99%            - funcall-interactively
  2,075,694,255  99%             - pel-profile-all
  2,075,694,255  99%              - pel-profile-dir
  2,075,694,255  99%               - pel-profile-indent
  2,075,694,255  99%                - pel-profile-indentation-test-of
  2,074,090,931  99%                 - call-interactively
  2,074,090,931  99%                  - apply
  2,074,090,931  99%                   - call-interactively@ido-cr+-record-current-command
  2,074,090,931  99%                    - #<primitive-function call-interactively>
  2,074,090,931  99%                     - funcall-interactively
  2,074,090,915  99%                      - seed7-complete-statement-or-indent
  2,074,090,915  99%                       - seed7-indent-region
  2,074,090,915  99%                        - seed7--indent-one-line
  2,074,090,915  99%                         - seed7-calc-indent
  1,205,477,580  57%                          - seed7-line-inside-parens-pair-column
  1,205,477,580  57%                           - seed7-line-inside-parens-pair
  1,192,199,412  57%                            - seed7-re-search-backward
  1,174,159,203  56%                             - run-with-timer
  1,174,159,203  56%                              - run-at-time
    658,231,611  31%                               - timer-activate
    658,231,611  31%                                - timer--activate
    658,231,611  31%                                 - timer--time-less-p
      1,214,363   0%                                    timer--time
    316,163,600  15%                                 timer-relative-time
    199,763,992   9%                               - timer-set-time
    199,763,992   9%                                  timer--time-setter
     17,207,120   0%                               re-search-backward
        438,473   0%                             - seed7-inside-string-p
        438,473   0%                              - syntax-ppss
        426,296   0%                                 parse-partial-sexp
          7,806   0%                                 syntax-table
        328,192   0%                             - seed7-inside-comment-p
        328,192   0%                              - syntax-ppss
        327,920   0%                                 parse-partial-sexp
            200   0%                                 syntax-table
             48   0%                                 #<byte-code-function 680>
            840   0%                               make-closure
     13,048,624   0%                            - forward-sexp
     13,039,760   0%                               seed7--forward-sexp-function
         65,584   0%                            - seed7-line-inside-syntax-parens-pair
         65,584   0%                             - syntax-ppss
         65,584   0%                                parse-partial-sexp
    206,196,367   9%                          - seed7-line-is-defun-end
     69,430,268   3%                           - seed7-end-of-defun
     64,661,271   3%                            - seed7-top-block-name
     64,559,167   3%                             - seed7--to-top
     63,655,927   3%                              - seed7-re-search-backward
     63,537,273   3%                               - run-with-timer
     63,537,273   3%                                - run-at-time
     39,081,728   1%                                 - timer-activate
     39,081,728   1%                                  - timer--activate
     39,081,728   1%                                   - timer--time-less-p
        131,168   0%                                      timer--time
     14,983,448   0%                                   timer-relative-time
      9,442,560   0%                                 - timer-set-time
      9,442,560   0%                                    timer--time-setter
         29,008   0%                                   timer-create
            529   0%                                   timer-set-function
         85,862   0%                               - seed7-inside-comment-p
         85,862   0%                                - syntax-ppss
         53,070   0%                                 - syntax-propertize
         53,070   0%                                    seed7-mode-syntax-propertize
