           8  66% - ...
           8  66%  - pel-profile-dir
           8  66%   - pel-profile-indent
           8  66%    - pel-profile-indentation-test-of
           8  66%     - call-interactively
           8  66%      - apply
           8  66%       - call-interactively@ido-cr+-record-current-command
           8  66%        - #<primitive-function call-interactively>
           8  66%         - funcall-interactively
           8  66%          - seed7-complete-statement-or-indent
           8  66%           - seed7-indent-region
           8  66%            - seed7--indent-one-line
           8  66%             - seed7-calc-indent
           2  16%              - seed7-line-inside-set-definition-block
           2  16%               - seed7-re-search-backward
           2  16%                - run-with-timer
           2  16%                 - run-at-time
           2  16%                  - timer-activate
           2  16%                   - timer--activate
           2  16%                      timer--time-less-p
           1   8%              - seed7-comment-column
           1   8%               - seed7-calc-indent
           1   8%                - seed7-line-after-short-func-end
           1   8%                 - seed7-move-to-line
           1   8%                  - seed7-to-previous-non-empty-line
           1   8%                   - seed7-inside-comment-p
           1   8%                    - syntax-ppss
           1   8%                       parse-partial-sexp
           1   8%              - seed7--indent-search-boundary
           1   8%               - seed7--indent-search-boundary-uncached
           1   8%                - syntax-ppss
           1   8%                   parse-partial-sexp
           1   8%              - seed7-line-inside-a-block-cached
           1   8%               - seed7-line-inside-a-block
           1   8%                - seed7-re-search-backward
           1   8%                 - run-with-timer
           1   8%                  - run-at-time
           1   8%                   - timer-activate
           1   8%                    - timer--activate
           1   8%                       timer--time-less-p
           1   8%              - seed7-line-inside-logic-check-expression
           1   8%               - seed7-to-previous-line-starts-with
           1   8%                - seed7-re-search-backward
           1   8%                 - run-with-timer
           1   8%                  - run-at-time
           1   8%                   - timer-activate
           1   8%                    - timer--activate
           1   8%                       timer--time-less-p
           1   8%              - seed7-line-inside-assign-statement-continuation
           1   8%               - seed7-statement-end-pos
           1   8%                - seed7-forward-char-pos
           1   8%                 - seed7-re-search-forward
           1   8%                  - seed7-inside-comment-p
           1   8%                   - syntax-ppss
           1   8%                      parse-partial-sexp
           1   8%              - seed7-line-inside-parens-pair-column
           1   8%               - seed7-line-inside-parens-pair
           1   8%                - seed7-re-search-backward
           1   8%                 - run-with-timer
           1   8%                  - run-at-time
           1   8%                   - timer-activate
           1   8%                    - timer--activate
           1   8%                       timer--time-less-p
           4  33%   Automatic GC
