  1,228,295,923  99% - ...
  1,228,295,923  99%  - #<primitive-function call-interactively>
  1,228,295,923  99%   - funcall-interactively
  1,228,295,923  99%    - smex
  1,228,295,923  99%     - smex-read-and-run
  1,228,295,923  99%      - execute-extended-command
  1,228,295,923  99%       - command-execute
  1,228,295,923  99%        - call-interactively
  1,228,295,923  99%         - apply
  1,228,295,923  99%          - call-interactively@ido-cr+-record-current-command
  1,228,295,923  99%           - #<primitive-function call-interactively>
  1,228,295,923  99%            - funcall-interactively
  1,228,295,923  99%             - pel-profile-all
  1,228,295,923  99%              - pel-profile-dir
  1,228,295,923  99%               - pel-profile-indent
  1,228,295,923  99%                - pel-profile-indentation-test-of
  1,226,715,127  99%                 - call-interactively
  1,226,715,127  99%                  - apply
  1,226,715,127  99%                   - call-interactively@ido-cr+-record-current-command
  1,226,715,127  99%                    - #<primitive-function call-interactively>
  1,226,715,127  99%                     - funcall-interactively
  1,226,715,111  99%                      - seed7-complete-statement-or-indent
  1,226,715,111  99%                       - seed7-indent-region
  1,226,715,111  99%                        - seed7--indent-one-line
  1,226,715,111  99%                         - seed7-calc-indent
    373,087,838  30%                          - seed7-line-inside-parens-pair-column
    373,087,838  30%                           - seed7-line-inside-parens-pair
    367,287,825  29%                            - seed7-re-search-backward
    354,363,669  28%                             - run-with-timer
    354,363,669  28%                              - run-at-time
    172,836,516  14%                               - timer-activate
    172,836,516  14%                                - timer--activate
    172,836,516  14%                                 - timer--time-less-p
         33,808   0%                                    timer--time
    110,854,689   8%                                 timer-relative-time
     70,146,176   5%                               - timer-set-time
     70,146,176   5%                                  timer--time-setter
        526,288   0%                                 timer-create
     10,701,778   0%                               re-search-backward
      1,231,403   0%                             - seed7-inside-string-p
        352,875   0%                              - syntax-ppss
        352,240   0%                                 make-closure
            383   0%                                 #<byte-code-function FD6>
        683,760   0%                             - seed7-inside-comment-p
        294,224   0%                              - syntax-ppss
        294,224   0%                                 make-closure
        307,215   0%                               make-closure
      5,800,013   0%                            - forward-sexp
      5,798,944   0%                               seed7--forward-sexp-function
    302,295,261  24%                          - seed7-line-inside-a-block-cached
    302,291,117  24%                           - seed7-line-inside-a-block
    145,724,812  11%                            - seed7--safe-enclosing-block-bounds
    145,623,963  11%                             - seed7--block-end-pos-for
    143,814,316  11%                              - seed7-to-block-forward
     55,078,071   4%                               - seed7-end-of-defun
     53,210,631   4%                                - seed7-top-block-name
     53,032,569   4%                                 - seed7--to-top
     52,169,113   4%                                  - seed7-re-search-backward
     52,111,232   4%                                   - run-with-timer
     52,111,232   4%                                    - run-at-time
     25,409,648   2%                                     - timer-activate
     25,409,648   2%                                      - timer--activate
     25,409,648   2%                                         timer--time-less-p
     16,365,456   1%                                       timer-relative-time
     10,336,128   0%                                     - timer-set-time
     10,336,128   0%                                        timer--time-setter
         49,528   0%                                     re-search-backward
          8,353   0%                                   - seed7-inside-comment-p
          8,353   0%                                    - syntax-ppss
          8,353   0%                                     - syntax-propertize
          8,353   0%                                        seed7-mode-syntax-propertize
        863,456   0%                                  - run-with-timer
        863,456   0%                                   - run-at-time
        421,024   0%                                    - timer-activate
        421,024   0%                                     - timer--activate
        421,024   0%                                        timer--time-less-p
        271,168   0%                                      timer-relative-time
        171,264   0%                                    - timer-set-time
        171,264   0%                                       timer--time-setter
        178,062   0%                                 - seed7--block-name
        114,734   0%                                    seed7-re-search-forward
         30,592   0%                                    match-string
        863,456   0%                                - seed7-re-search-backward
        863,456   0%                                 - run-with-timer
        863,456   0%                                  - run-at-time
        421,024   0%                                   - timer-activate
        421,024   0%                                    - timer--activate
        421,024   0%                                       timer--time-less-p
        271,168   0%                                     timer-relative-time
        171,264   0%                                   - timer-set-time
        171,264   0%                                      timer--time-setter
        593,352   0%                                - seed7-re-search-forward
        216,540   0%                                 - internal--syntax-propertize
        216,540   0%                                  - syntax-propertize
        216,540   0%                                     seed7-mode-syntax-propertize
         81,817   0%                                 - seed7-inside-comment-p
         81,817   0%                                  - syntax-ppss
         81,817   0%                                   - syntax-propertize
         81,817   0%                                      seed7-mode-syntax-propertize
        117,288   0%                                  match-string
     40,899,198   3%                               - seed7--current-line-nth-word
     40,586,842   3%                                - thing-at-point
     26,794,816   2%                                 - bounds-of-thing-at-point
     15,281,367   1%                                  - #<byte-code-function BEC>
     15,280,528   1%                                   - forward-thing
     15,279,528   1%                                      format
          1,000   0%                                      intern-soft
      9,007,681   0%                                  - #<byte-code-function 320>
      9,005,057   0%                                   - forward-thing
      9,002,400   0%                                      format
          2,657   0%                                      intern-soft
      1,393,494   0%                                    make-closure
        409,229   0%                                  - seq-some
        406,112   0%                                     make-closure
          1,243   0%                                     seq-do
        209,909   0%                                    re-search-forward
     32,548,075   2%                               - seed7-re-search-forward
      8,563,384   0%                                - seed7-inside-comment-p
      8,397,624   0%                                 - syntax-ppss
      8,073,346   0%                                  - syntax-propertize
      8,069,202   0%                                     seed7-mode-syntax-propertize
        290,080   0%                                    make-closure
         32,792   0%                                    parse-partial-sexp
          1,406   0%                                    syntax-table
      1,394,468   0%                                - seed7-inside-string-p
