      6,699,355  99% - ...
      6,699,355  99%  - #<primitive-function call-interactively>
      6,699,355  99%   - funcall-interactively
      6,699,355  99%    - smex
      6,699,355  99%     - smex-read-and-run
      6,699,355  99%      - execute-extended-command
      6,699,355  99%       - command-execute
      6,699,355  99%        - call-interactively
      6,699,355  99%         - apply
      6,699,355  99%          - call-interactively@ido-cr+-record-current-command
      6,699,355  99%           - #<primitive-function call-interactively>
      6,699,355  99%            - funcall-interactively
      6,699,355  99%             - pel-profile-all
      6,699,355  99%              - pel-profile-dir
      6,699,355  99%               - pel-profile-indent
      6,699,355  99%                - pel-profile-indentation-test-of
      5,135,455  76%                 - call-interactively
      5,135,455  76%                  - apply
      5,135,455  76%                   - call-interactively@ido-cr+-record-current-command
      5,135,455  76%                    - #<primitive-function call-interactively>
      5,135,455  76%                     - funcall-interactively
      5,135,439  76%                      - seed7-complete-statement-or-indent
      5,135,439  76%                       - seed7-indent-region
      5,135,439  76%                        - seed7--indent-one-line
      5,135,439  76%                         - seed7-calc-indent
      1,320,929  19%                          - seed7-line-is-defun-end
        619,669   9%                           - seed7-beg-of-defun
        260,468   3%                            - seed7-re-search-backward-closest
        258,340   3%                             - seed7-re-search-backward
        143,264   2%                              - run-with-timer
        143,264   2%                               - run-at-time
         69,856   1%                                - timer-activate
         69,856   1%                                 - timer--activate
         69,856   1%                                    timer--time-less-p
         44,992   0%                                  timer-relative-time
         28,416   0%                                - timer-set-time
         28,416   0%                                   timer--time-setter
        115,076   1%                                re-search-backward
          2,128   0%                             - seq-filter
          2,128   0%                                make-symbol
        163,511   2%                            - seed7-re-search-backward
         91,879   1%                               re-search-backward
         71,632   1%                             - run-with-timer
         71,632   1%                              - run-at-time
         34,928   0%                               - timer-activate
         34,928   0%                                - timer--activate
         34,928   0%                                   timer--time-less-p
         22,496   0%                                 timer-relative-time
         14,208   0%                               - timer-set-time
         14,208   0%                                  timer--time-setter
          8,184   0%                            - user-error
          8,184   0%                               format-message
        551,852   8%                           - seed7-line-starts-with-any
        551,852   8%                              seed7-line-starts-with
         82,920   1%                             looking-back
         56,312   0%                           - seed7-move-to-line
         56,312   0%                              seed7-to-previous-non-empty-line
          8,184   0%                           - seed7--current-line-nth-word
          8,184   0%                            - thing-at-point
          8,184   0%                             - bounds-of-thing-at-point
