      4,246,843  99% - ...
      4,246,843  99%  - #<primitive-function call-interactively>
      4,246,843  99%   - funcall-interactively
      4,246,843  99%    - smex
      4,246,843  99%     - smex-read-and-run
      4,246,843  99%      - execute-extended-command
      4,246,843  99%       - command-execute
      4,246,843  99%        - call-interactively
      4,246,843  99%         - apply
      4,246,843  99%          - call-interactively@ido-cr+-record-current-command
      4,246,843  99%           - #<primitive-function call-interactively>
      4,246,843  99%            - funcall-interactively
      4,246,843  99%             - pel-profile-all
      4,246,843  99%              - pel-profile-dir
      4,246,843  99%               - pel-profile-indent
      4,246,843  99%                - pel-profile-indentation-test-of
      2,682,943  63%                 - call-interactively
      2,682,943  63%                  - apply
      2,682,943  63%                   - call-interactively@ido-cr+-record-current-command
      2,682,943  63%                    - #<primitive-function call-interactively>
      2,682,943  63%                     - funcall-interactively
      2,682,927  63%                      - seed7-complete-statement-or-indent
      2,682,927  63%                       - seed7-indent-region
      2,682,927  63%                        - seed7--indent-one-line
      2,682,927  63%                         - seed7-calc-indent
        919,352  21%                          - seed7-line-is-defun-end
        365,666   8%                           - seed7-end-of-defun
        255,552   6%                            - seed7-top-block-name
        255,552   6%                             - seed7--to-top
        220,704   5%                              - seed7-re-search-backward
        220,704   5%                               - run-with-timer
        220,704   5%                                - run-at-time
        107,616   2%                                 - timer-activate
        107,616   2%                                  - timer--activate
        107,616   2%                                     timer--time-less-p
         69,312   1%                                   timer-relative-time
         43,776   1%                                 - timer-set-time
         43,776   1%                                    timer--time-setter
         34,848   0%                              - run-with-timer
         34,848   0%                               - run-at-time
         16,992   0%                                - timer-activate
         16,992   0%                                 - timer--activate
         16,992   0%                                    timer--time-less-p
         10,944   0%                                  timer-relative-time
          6,912   0%                                - timer-set-time
          6,912   0%                                   timer--time-setter
         39,466   0%                            - seed7-re-search-forward
         14,890   0%                             - seed7-inside-comment-p
         14,890   0%                              - syntax-ppss
         14,890   0%                               - syntax-propertize
         14,890   0%                                  seed7-mode-syntax-propertize
         34,848   0%                            - seed7-re-search-backward
         34,848   0%                             - run-with-timer
         34,848   0%                              - run-at-time
         16,992   0%                               - timer-activate
         16,992   0%                                - timer--activate
         16,992   0%                                   timer--time-less-p
         10,944   0%                                 timer-relative-time
          6,912   0%                               - timer-set-time
          6,912   0%                                  timer--time-setter
        298,430   7%                           - seed7-beg-of-defun
        114,637   2%                            - seed7-re-search-backward
         89,056   2%                             - run-with-timer
         89,056   2%                              - run-at-time
         43,424   1%                               - timer-activate
         43,424   1%                                - timer--activate
         43,424   1%                                   timer--time-less-p
         27,968   0%                                 timer-relative-time
         17,664   0%                               - timer-set-time
         17,664   0%                                  timer--time-setter
         25,581   0%                               re-search-backward
         64,620   1%                            - seed7-top-block-name
         35,712   0%                             - seed7--to-top
         24,096   0%                              - seed7-re-search-backward
         12,480   0%                                 re-search-backward
         11,616   0%                               - run-with-timer
         11,616   0%                                - run-at-time
          5,664   0%                                 - timer-activate
          5,664   0%                                  - timer--activate
          5,664   0%                                     timer--time-less-p
          3,648   0%                                   timer-relative-time
          2,304   0%                                 - timer-set-time
          2,304   0%                                    timer--time-setter
         11,616   0%                              - run-with-timer
         11,616   0%                               - run-at-time
          5,664   0%                                - timer-activate
          5,664   0%                                 - timer--activate
          5,664   0%                                    timer--time-less-p
          3,648   0%                                  timer-relative-time
          2,304   0%                                - timer-set-time
          2,304   0%                                   timer--time-setter
         28,908   0%                             - seed7--block-name
         28,908   0%                                seed7-re-search-forward
         60,897   1%                            - seed7-re-search-backward-closest
         60,897   1%                             - seed7-re-search-backward
         37,665   0%                                re-search-backward
         23,232   0%                              - run-with-timer
         23,232   0%                               - run-at-time
         11,328   0%                                - timer-activate
         11,328   0%                                 - timer--activate
         11,328   0%                                    timer--time-less-p
          7,296   0%                                  timer-relative-time
          4,608   0%                                - timer-set-time
          4,608   0%                                   timer--time-setter
