  3,149,175,629  99% - ...
  3,149,175,629  99%  - #<primitive-function call-interactively>
  3,149,175,629  99%   - funcall-interactively
  3,149,175,629  99%    - smex
  3,149,175,629  99%     - smex-read-and-run
  3,149,175,629  99%      - execute-extended-command
  3,149,175,629  99%       - command-execute
  3,149,175,629  99%        - call-interactively
  3,149,175,629  99%         - apply
  3,149,175,629  99%          - call-interactively@ido-cr+-record-current-command
  3,149,175,629  99%           - #<primitive-function call-interactively>
  3,149,175,629  99%            - funcall-interactively
  3,149,175,629  99%             - pel-profile-all
  3,149,175,629  99%              - pel-profile-dir
  3,149,175,629  99%               - pel-profile-indent
  3,149,175,629  99%                - pel-profile-indentation-test-of
  3,147,565,825  99%                 - call-interactively
  3,147,565,825  99%                  - apply
  3,147,565,825  99%                   - call-interactively@ido-cr+-record-current-command
  3,147,565,825  99%                    - #<primitive-function call-interactively>
  3,147,565,825  99%                     - funcall-interactively
  3,147,565,809  99%                      - seed7-complete-statement-or-indent
  3,147,565,809  99%                       - seed7-indent-region
  3,147,565,809  99%                        - seed7--indent-one-line
  3,147,337,889  99%                         - seed7-calc-indent
  2,211,964,118  70%                          - seed7-line-inside-parens-pair-column
  2,211,964,118  70%                           - seed7-line-inside-parens-pair
  2,206,363,102  69%                            - seed7-re-search-backward
  1,536,120,296  48%                             - run-with-timer
  1,536,120,296  48%                              - run-at-time
    585,849,672  18%                               - timer-activate
    585,849,672  18%                                - timer--activate
    585,849,672  18%                                 - timer--time-less-p
         14,938   0%                                    timer--time
    510,365,896  16%                                 timer-relative-time
    349,068,559  11%                               - timer-set-time
    349,061,184  11%                                  timer--time-setter
     90,819,904   2%                                 timer-create
         16,265   0%                                 timer-set-function
    383,904,224  12%                             - seed7-inside-string-p
     72,913,600   2%                              - syntax-ppss
     72,880,528   2%                                 make-closure
         16,410   0%                                 #<byte-code-function 207>
          5,674   0%                                 syntax-table
    235,822,492   7%                             - seed7-inside-comment-p
     74,517,292   2%                              - syntax-ppss
     74,471,824   2%                                 make-closure
         13,980   0%                                 #<byte-code-function DBA>
         12,432   0%                                 parse-partial-sexp
          7,250   0%                                 syntax-table
     48,256,632   1%                               make-closure
      2,259,458   0%                               re-search-backward
      5,286,072   0%                            - forward-sexp
      5,270,480   0%                               seed7--forward-sexp-function
        203,056   0%                            - seed7-line-inside-syntax-parens-pair
        132,608   0%                             - syntax-ppss
        132,608   0%                                make-closure
    779,445,094  24%                          - seed7-line-inside-a-block-cached
    779,345,638  24%                           - seed7-line-inside-a-block
    761,986,034  24%                            - seed7--safe-enclosing-block-bounds
    761,795,410  24%                             - seed7--block-end-pos-for
    761,701,426  24%                              - seed7-to-block-forward
    743,438,514  23%                               - seed7-re-search-forward
    477,049,462  15%                                - seed7-inside-string-p
     75,205,782   2%                                 - syntax-ppss
     75,201,168   2%                                    make-closure
            229   0%                                    syntax-table
             32   0%                                    #<byte-code-function 470>
    262,864,056   8%                                - seed7-inside-comment-p
    166,491,192   5%                                 - syntax-ppss
     91,549,467   2%                                  - syntax-propertize
     52,665,743   1%                                     seed7-mode-syntax-propertize
         13,004   0%                                   - #<byte-code-function AF0>
         12,432   0%                                      syntax-propertize-wholelines
     74,902,800   2%                                    make-closure
         29,008   0%                                    parse-partial-sexp
          2,812   0%                                    #<byte-code-function 514>
          2,521   0%                                    syntax-table
      5,425,816   0%                               - seed7-inside-line-trailing-whitespace-before-line-end-comment-p
        451,696   0%                                - seed7-inside-line-indent-before-comment-p
        111,888   0%                                 - seed7-inside-comment-p
         62,160   0%                                  - syntax-ppss
         62,160   0%                                     make-closure
        360,528   0%                                - seed7-inside-comment-p
        244,496   0%                                 - syntax-ppss
        244,496   0%                                    make-closure
      5,214,744   0%                               - seed7--current-line-nth-word
      4,572,424   0%                                - thing-at-point
      4,245,056   0%                                 - bounds-of-thing-at-point
      2,101,008   0%                                    make-closure
        663,040   0%                                  - seq-some
        663,040   0%                                     make-closure
        458,304   0%                                  - #<byte-code-function 883>
        458,304   0%                                   - forward-thing
        458,304   0%                                      format
        294,624   0%                                  - #<byte-code-function D76>
        294,624   0%                                   - forward-thing
        294,624   0%                                      format
         19,456   0%                                    re-search-forward
      4,208,992   0%                               - user-error
      4,208,728   0%                                  format-message
      2,030,408   0%                               - seed7-end-of-defun
      1,877,656   0%                                - seed7-top-block-name
      1,812,656   0%                                 - seed7--to-top
      1,733,264   0%                                  - seed7-re-search-backward
      1,376,880   0%                                   - run-with-timer
      1,376,880   0%                                    - run-at-time
        675,344   0%                                     - timer-activate
        675,344   0%                                      - timer--activate
        675,344   0%                                         timer--time-less-p
        384,256   0%                                       timer-relative-time
        263,408   0%                                     - timer-set-time
        263,408   0%                                        timer--time-setter
         53,872   0%                                       timer-create
        223,776   0%                                   - seed7-inside-string-p
         45,584   0%                                    - syntax-ppss
         45,584   0%                                       make-closure
         87,024   0%                                   - seed7-inside-comment-p
         53,872   0%                                    - syntax-ppss
