       27570  91% - ...
       27570  91%  - funcall-interactively
       27570  91%   - pel-profile-all
       27570  91%    - pel-profile-dir
       27570  91%     - pel-profile-indent
       27570  91%      - pel-profile-indentation-test-of
       27570  91%       - call-interactively
       27570  91%        - apply
       27570  91%         - call-interactively@ido-cr+-record-current-command
       27570  91%          - #<primitive-function call-interactively>
       27570  91%           - funcall-interactively
       26737  88%            - pel-profile-all
       26737  88%             - pel-profile-dir
       26737  88%              - pel-profile-indent
       26737  88%               - pel-profile-indentation-test-of
       26737  88%                - call-interactively
       26737  88%                 - apply
       26737  88%                  - call-interactively@ido-cr+-record-current-command
       26737  88%                   - #<primitive-function call-interactively>
       26737  88%                    - funcall-interactively
       26737  88%                     - seed7-complete-statement-or-indent
       26737  88%                      - seed7-indent-region
       26737  88%                       - seed7--indent-one-line
       26734  88%                        - seed7-calc-indent
       23098  76%                         - seed7-line-inside-parens-pair-column
       23098  76%                          - seed7-line-inside-parens-pair
       22540  74%                           - seed7-re-search-backward
       18729  62%                            - seed7-inside-comment-p
       18713  62%                             - syntax-ppss
       18659  61%                                parse-partial-sexp
          17   0%                                make-closure
           9   0%                              - #<byte-code-function 9AB>
           2   0%                                 set-syntax-table
           5   0%                                syntax-ppss--update-stats
           2   0%                                syntax-ppss--data
           2   0%                                syntax-table
           1   0%                                syntax-propertize
           1   0%                                syntax-ppss-toplevel-pos
        3553  11%                            - run-with-timer
        3551  11%                             - run-at-time
        2138   7%                              - timer-activate
        2137   7%                               - timer--activate
        2125   7%                                - timer--time-less-p
          32   0%                                   timer--time
           1   0%                                  timerp
        1001   3%                              - timer-set-time
         997   3%                               - timer--time-setter
           1   0%                                  timerp
         378   1%                                timer-relative-time
          23   0%                                timer-create
           2   0%                              - timer-set-function
           1   0%                                 timerp
         147   0%                            - seed7-inside-string-p
         105   0%                             - syntax-ppss
          41   0%                                parse-partial-sexp
          17   0%                                make-closure
           6   0%                              - #<byte-code-function 339>
           1   0%                                 set-syntax-table
           6   0%                                syntax-ppss--data
           5   0%                                syntax-ppss--update-stats
           3   0%                                syntax-propertize
           3   0%                                syntax-table
           5   0%                             - #<byte-code-function 34E>
           3   0%                                set-match-data
          46   0%                              re-search-backward
          20   0%                            - #<byte-code-function F1F>
          14   0%                             - cancel-timer
           2   0%                                timerp
          10   0%                              make-closure
         222   0%                           - forward-sexp
         221   0%                            - seed7--forward-sexp-function
           2   0%                               seed7--at-line-comment-start-p
           6   0%                             seed7--paren-pair-string
           4   0%                           - seed7-line-inside-syntax-parens-pair
           4   0%                            - syntax-ppss
           4   0%                               parse-partial-sexp
        3119  10%                         - seed7--indent-search-boundary
        3119  10%                          - seed7--indent-search-boundary-uncached
        3087  10%                           - syntax-ppss
        3072  10%                              parse-partial-sexp
           6   0%                              make-closure
           1   0%                              #<byte-code-function 4AD>
           1   0%                              set-syntax-table
           1   0%                              syntax-ppss-toplevel-pos
