  1,629,126,929  99% - ...
  1,629,126,929  99%  - #<primitive-function call-interactively>
  1,629,126,929  99%   - funcall-interactively
  1,629,126,929  99%    - smex
  1,629,126,929  99%     - smex-read-and-run
  1,629,126,929  99%      - execute-extended-command
  1,629,126,929  99%       - command-execute
  1,629,126,929  99%        - call-interactively
  1,629,126,929  99%         - apply
  1,629,126,929  99%          - call-interactively@ido-cr+-record-current-command
  1,629,126,929  99%           - #<primitive-function call-interactively>
  1,629,126,929  99%            - funcall-interactively
  1,629,126,929  99%             - pel-profile-all
  1,629,126,929  99%              - pel-profile-dir
  1,629,126,929  99%               - pel-profile-indent
  1,629,126,929  99%                - pel-profile-indentation-test-of
  1,627,546,133  99%                 - call-interactively
  1,627,546,133  99%                  - apply
  1,627,546,133  99%                   - call-interactively@ido-cr+-record-current-command
  1,627,546,133  99%                    - #<primitive-function call-interactively>
  1,627,546,133  99%                     - funcall-interactively
  1,627,546,117  99%                      - seed7-complete-statement-or-indent
  1,627,546,117  99%                       - seed7-indent-region
  1,627,546,117  99%                        - seed7--indent-one-line
  1,627,546,117  99%                         - seed7-calc-indent
    815,361,297  49%                          - seed7-line-inside-parens-pair-column
    815,361,297  49%                           - seed7-line-inside-parens-pair
    809,142,896  49%                            - seed7-re-search-backward
    801,086,237  49%                             - run-with-timer
    801,086,237  49%                              - run-at-time
    390,624,229  23%                               - timer-activate
    390,624,229  23%                                - timer--activate
    390,624,229  23%                                 - timer--time-less-p
          2,876   0%                                    timer--time
    251,570,759  15%                                 timer-relative-time
    158,887,328   9%                               - timer-set-time
    158,885,760   9%                                  timer--time-setter
          3,921   0%                                 timer-set-function
      7,927,446   0%                               re-search-backward
         66,679   0%                             - seed7-inside-string-p
         12,807   0%                              - syntax-ppss
          4,144   0%                                 make-closure
            977   0%                                 syntax-table
            692   0%                                 #<byte-code-function 663>
         54,529   0%                             - seed7-inside-comment-p
         50,385   0%                              - syntax-ppss
         37,296   0%                                 make-closure
          8,647   0%                                 #<byte-code-function F0D>
          3,777   0%                                 syntax-table
          8,005   0%                               make-closure
      6,217,681   0%                            - forward-sexp
      6,211,608   0%                               seed7--forward-sexp-function
            720   0%                            - seed7-line-inside-syntax-parens-pair
