  1,292,037,218  99% - ...
  1,292,037,218  99%  - #<primitive-function call-interactively>
  1,292,037,218  99%   - funcall-interactively
  1,292,037,218  99%    - smex
  1,292,037,218  99%     - smex-read-and-run
  1,292,037,218  99%      - execute-extended-command
  1,292,037,218  99%       - command-execute
  1,292,037,218  99%        - call-interactively
  1,292,037,218  99%         - apply
  1,292,037,218  99%          - call-interactively@ido-cr+-record-current-command
  1,292,037,218  99%           - #<primitive-function call-interactively>
  1,292,037,218  99%            - funcall-interactively
  1,292,037,218  99%             - pel-profile-all
  1,292,037,218  99%              - pel-profile-dir
  1,292,037,218  99%               - pel-profile-indent
  1,292,037,218  99%                - pel-profile-indentation-test-of
  1,290,456,422  99%                 - call-interactively
  1,290,456,422  99%                  - apply
  1,290,456,422  99%                   - call-interactively@ido-cr+-record-current-command
  1,290,456,422  99%                    - #<primitive-function call-interactively>
  1,290,456,422  99%                     - funcall-interactively
  1,290,456,406  99%                      - seed7-complete-statement-or-indent
  1,290,456,406  99%                       - seed7-indent-region
  1,290,456,406  99%                        - seed7--indent-one-line
  1,290,455,852  99%                         - seed7-calc-indent
    946,461,736  73%                          - seed7-line-inside-parens-pair-column
    946,461,736  73%                           - seed7-line-inside-parens-pair
    941,967,642  72%                            - seed7-re-search-backward
    934,126,678  72%                             - run-with-timer
    934,126,678  72%                              - run-at-time
    523,379,443  40%                               - timer-activate
    523,379,443  40%                                - timer--activate
    523,379,443  40%                                 - timer--time-less-p
            885   0%                                    timer--time
    251,748,178  19%                                 timer-relative-time
    158,998,848  12%                               - timer-set-time
    158,998,848  12%                                  timer--time-setter
            209   0%                                 timer-set-function
      7,836,321   0%                               re-search-backward
          2,522   0%                             - seed7-inside-string-p
          2,522   0%                              - syntax-ppss
            269   0%                                 #<byte-code-function 57F>
          1,367   0%                             - seed7-inside-comment-p
          1,367   0%                              - syntax-ppss
            657   0%                                 #<byte-code-function BBD>
            754   0%                               make-closure
      4,453,134   0%                            - forward-sexp
      4,450,392   0%                               seed7--forward-sexp-function
         40,960   0%                            - seed7-line-inside-syntax-parens-pair
         40,960   0%                             - forward-sexp
         40,960   0%                                seed7--forward-sexp-function
     89,352,244   6%                          - seed7-line-inside-a-block-cached
     89,352,244   6%                           - seed7-line-inside-a-block
     56,365,527   4%                            - seed7--safe-enclosing-block-bounds
     56,365,527   4%                             - seed7--block-end-pos-for
     56,180,439   4%                              - seed7-to-block-forward
