     70,075,678  99% - ...
     70,075,678  99%  - #<primitive-function call-interactively>
     70,075,678  99%   - funcall-interactively
     70,075,678  99%    - smex
     70,075,678  99%     - smex-read-and-run
     70,075,678  99%      - execute-extended-command
     70,075,678  99%       - command-execute
     70,075,678  99%        - call-interactively
     70,075,678  99%         - apply
     70,075,678  99%          - call-interactively@ido-cr+-record-current-command
     70,075,678  99%           - #<primitive-function call-interactively>
     70,075,678  99%            - funcall-interactively
     70,075,678  99%             - pel-profile-all
     70,075,678  99%              - pel-profile-dir
     70,075,678  99%               - pel-profile-indent
     70,075,678  99%                - pel-profile-indentation-test-of
     68,506,146  97%                 - call-interactively
     68,506,146  97%                  - apply
     68,506,146  97%                   - call-interactively@ido-cr+-record-current-command
     68,506,146  97%                    - #<primitive-function call-interactively>
     68,506,146  97%                     - funcall-interactively
     68,506,130  97%                      - seed7-complete-statement-or-indent
     68,506,130  97%                       - seed7-indent-region
     68,506,130  97%                        - seed7--indent-one-line
     68,506,130  97%                         - seed7-calc-indent
     29,451,651  41%                          - seed7-line-is-defun-end
     20,017,251  28%                           - seed7-end-of-defun
     18,135,855  25%                            - seed7-top-block-name
     18,111,303  25%                             - seed7--to-top
     17,704,743  25%                              - seed7-re-search-backward
     17,646,592  25%                               - run-with-timer
     17,646,592  25%                                - run-at-time
      8,604,560  12%                                 - timer-activate
      8,604,560  12%                                  - timer--activate
      8,604,560  12%                                     timer--time-less-p
      5,541,872   7%                                   timer-relative-time
      3,500,160   4%                                 - timer-set-time
      3,500,160   4%                                    timer--time-setter
         58,151   0%                               - seed7-inside-comment-p
         58,151   0%                                - syntax-ppss
         58,151   0%                                 - syntax-propertize
         58,151   0%                                    seed7-mode-syntax-propertize
        406,560   0%                              - run-with-timer
        406,560   0%                               - run-at-time
        198,240   0%                                - timer-activate
        198,240   0%                                 - timer--activate
        198,240   0%                                    timer--time-less-p
        127,680   0%                                  timer-relative-time
         80,640   0%                                - timer-set-time
         80,640   0%                                   timer--time-setter
         24,552   0%                             - seed7--block-name
         16,368   0%                                match-string
        563,188   0%                            - seed7-re-search-forward
        267,652   0%                             - seed7-inside-comment-p
        267,652   0%                              - syntax-ppss
        267,652   0%                               - syntax-propertize
        267,652   0%                                  seed7-mode-syntax-propertize
        406,560   0%                            - seed7-re-search-backward
        406,560   0%                             - run-with-timer
        406,560   0%                              - run-at-time
        198,240   0%                               - timer-activate
        198,240   0%                                - timer--activate
        198,240   0%                                   timer--time-less-p
        127,680   0%                                 timer-relative-time
         80,640   0%                               - timer-set-time
         80,640   0%                                  timer--time-setter
        327,360   0%                              match-string-no-properties
        237,336   0%                              match-string
      4,109,140   5%                           - seed7-beg-of-defun
      1,478,244   2%                            - seed7-re-search-backward
      1,146,096   1%                             - run-with-timer
      1,146,096   1%                              - run-at-time
        558,848   0%                               - timer-activate
        558,848   0%                                - timer--activate
        558,848   0%                                   timer--time-less-p
        359,920   0%                                 timer-relative-time
        227,328   0%                               - timer-set-time
        227,328   0%                                  timer--time-setter
        331,349   0%                               re-search-backward
            799   0%                               seed7-inside-comment-p
        789,371   1%                            - seed7-top-block-name
        413,100   0%                             - seed7--to-top
        281,452   0%                              - seed7-re-search-backward
        149,804   0%                                 re-search-backward
        131,648   0%                               - run-with-timer
        131,648   0%                                - run-at-time
         64,192   0%                                 - timer-activate
         64,192   0%                                  - timer--activate
         64,192   0%                                     timer--time-less-p
         41,344   0%                                   timer-relative-time
         26,112   0%                                 - timer-set-time
         26,112   0%                                    timer--time-setter
        131,648   0%                              - run-with-timer
        131,648   0%                               - run-at-time
         64,192   0%                                - timer-activate
         64,192   0%                                 - timer--activate
         64,192   0%                                    timer--time-less-p
         41,344   0%                                  timer-relative-time
         26,112   0%                                - timer-set-time
         26,112   0%                                   timer--time-setter
        376,271   0%                             - seed7--block-name
        376,271   0%                                seed7-re-search-forward
        687,348   0%                            - seed7-re-search-backward-closest
        687,348   0%                             - seed7-re-search-backward
        416,308   0%                                re-search-backward
        271,040   0%                              - run-with-timer
        271,040   0%                               - run-at-time
        132,160   0%                                - timer-activate
        132,160   0%                                 - timer--activate
        132,160   0%                                    timer--time-less-p
         85,120   0%                                  timer-relative-time
         53,760   0%                                - timer-set-time
         53,760   0%                                   timer--time-setter
         73,656   0%                              match-string
         49,104   0%                              match-string-no-properties
      2,416,518   3%                           - seed7-line-starts-with-any
      2,416,518   3%                              seed7-line-starts-with
      1,976,855   2%                             looking-back
        628,736   0%                           - seed7-move-to-line
        628,736   0%                              seed7-to-previous-non-empty-line
        185,516   0%                           - seed7--current-line-nth-word
        185,516   0%                            - thing-at-point
        144,596   0%                             - bounds-of-thing-at-point
         69,632   0%                                re-search-forward
