  5,754,277,253  99% - ...
  5,754,277,253  99%  - call-interactively
  5,754,277,253  99%   - apply
  5,754,277,253  99%    - call-interactively@ido-cr+-record-current-command
  5,754,277,253  99%     - #<primitive-function call-interactively>
  5,754,277,253  99%      - funcall-interactively
  5,754,277,253  99%       - smex
  5,754,277,253  99%        - smex-read-and-run
  5,754,277,253  99%         - execute-extended-command
  5,754,277,253  99%          - command-execute
  5,754,277,253  99%           - call-interactively
  5,754,277,253  99%            - apply
  5,754,277,253  99%             - call-interactively@ido-cr+-record-current-command
  5,754,277,253  99%              - #<primitive-function call-interactively>
  5,754,277,253  99%               - funcall-interactively
  5,754,277,253  99%                - pel-profile
  5,752,673,929  99%                 - call-interactively
  5,752,673,929  99%                  - apply
  5,752,673,929  99%                   - call-interactively@ido-cr+-record-current-command
  5,752,673,929  99%                    - #<primitive-function call-interactively>
  5,752,673,929  99%                     - funcall-interactively
  5,752,673,913  99%                      - seed7-complete-statement-or-indent
  5,752,673,913  99%                       - seed7-indent-region
  5,752,673,913  99%                        - seed7--indent-one-line
  5,750,581,992  99%                         - seed7-calc-indent
  3,779,197,299  65%                          - seed7-line-is-defun-end
  3,172,247,286  54%                           - seed7-end-of-defun
  3,125,692,771  54%                            - seed7-top-block-name
  3,121,834,841  54%                             - seed7--to-top
  3,111,198,041  53%                              - seed7-re-search-backward
  2,603,501,713  45%                               - run-with-timer
  2,603,501,713  45%                                - run-at-time
  1,274,217,790  22%                                 - timer-activate
  1,274,217,790  22%                                  - timer--activate
  1,274,119,414  22%                                   - timer--time-less-p
      3,280,207   0%                                      timer--time
    736,944,860  12%                                   timer-relative-time
    497,622,448   8%                                 - timer-set-time
    497,620,864   8%                                    timer--time-setter
     94,715,264   1%                                   timer-create
          1,351   0%                                   timer-set-function
    335,377,555   5%                               - seed7-inside-string-p
     43,496,531   0%                                - syntax-ppss
     41,004,880   0%                                   make-closure
      2,487,320   0%                                 - parse-partial-sexp
        683,760   0%                                  - internal--syntax-propertize
        484,848   0%                                   - syntax-propertize
        265,216   0%                                      seed7-mode-syntax-propertize
          1,084   0%                                   #<byte-code-function B64>
            733   0%                                   syntax-table
    105,974,957   1%                               - seed7-inside-comment-p
     43,715,501   0%                                - syntax-ppss
     39,533,760   0%                                   make-closure
      2,341,192   0%                                 - syntax-propertize
      2,039,040   0%                                  - seed7-mode-syntax-propertize
          2,203   0%                                     #<byte-code-function 68C>
      1,705,184   0%                                   parse-partial-sexp
          1,741   0%                                   syntax-table
          1,678   0%                                   #<byte-code-function B54>
     66,274,006   1%                                 make-closure
          1,032   0%                                 re-search-backward
      9,769,616   0%                              - run-with-timer
      9,769,616   0%                               - run-at-time
      4,868,920   0%                                - timer-activate
      4,868,920   0%                                 - timer--activate
      4,868,920   0%                                  - timer--time-less-p
         32,792   0%                                     timer--time
      2,813,144   0%                                  timer-relative-time
      1,785,040   0%                                - timer-set-time
      1,785,040   0%                                   timer--time-setter
        302,512   0%                                  timer-create
        211,344   0%                                make-closure
      3,692,170   0%                             - seed7--block-name
      3,143,634   0%                              - seed7-re-search-forward
      2,167,312   0%                               - seed7-inside-string-p
        186,480   0%                                - syntax-ppss
        186,480   0%                                   make-closure
        976,322   0%                               - seed7-inside-comment-p
        914,162   0%                                - syntax-ppss
        541,202   0%                                 - syntax-propertize
        358,866   0%                                    seed7-mode-syntax-propertize
        372,960   0%                                   make-closure
        113,328   0%                                match-string
     25,479,552   0%                            - seed7-re-search-forward
     16,091,890   0%                             - seed7-inside-comment-p
     15,669,202   0%                              - syntax-ppss
     15,317,322   0%                               - syntax-propertize
     14,869,770   0%                                  seed7-mode-syntax-propertize
        319,088   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
      2,045,696   0%                             - seed7-inside-string-p
        409,536   0%                              - syntax-ppss
        343,952   0%                                 make-closure
         65,584   0%                                 parse-partial-sexp
      1,697,110   0%                             - internal--syntax-propertize
      1,585,222   0%                              - syntax-propertize
      1,502,342   0%                                 seed7-mode-syntax-propertize
     12,365,040   0%                            - seed7-re-search-backward
      9,730,176   0%                             - run-with-timer
      9,730,176   0%                              - run-at-time
      4,783,520   0%                               - timer-activate
      4,783,520   0%                                - timer--activate
      4,783,520   0%                                   timer--time-less-p
      2,780,368   0%                                 timer-relative-time
      1,834,768   0%                               - timer-set-time
      1,834,768   0%                                  timer--time-setter
        331,520   0%                                 timer-create
      2,000,832   0%                             - seed7-inside-string-p
        124,320   0%                              - syntax-ppss
        124,320   0%                                 make-closure
        397,824   0%                             - seed7-inside-comment-p
        136,752   0%                              - syntax-ppss
        136,752   0%                                 make-closure
        236,208   0%                               make-closure
        728,816   0%                              match-string
        221,968   0%                              match-string-no-properties
    509,506,240   8%                           - seed7--indent-search-boundary-uncached
    504,406,477   8%                            - syntax-ppss
    486,294,256   8%                               make-closure
     10,591,816   0%                               parse-partial-sexp
      6,349,596   0%                               #<byte-code-function 368>
        351,009   0%                               syntax-table
        395,555   0%                              seed7-to-indent
     64,027,617   1%                           - seed7-beg-of-defun
     16,155,344   0%                            - seed7-top-block-name
      8,130,064   0%                             - seed7--to-top
      5,631,632   0%                              - seed7-re-search-backward
      2,719,440   0%                                 re-search-backward
      2,414,912   0%                               - run-with-timer
      2,414,912   0%                                - run-at-time
      1,185,280   0%                                 - timer-activate
      1,185,280   0%                                  - timer--activate
      1,185,280   0%                                     timer--time-less-p
        702,848   0%                                   timer-relative-time
        460,480   0%                                 - timer-set-time
        460,480   0%                                    timer--time-setter
         66,304   0%                                   timer-create
        335,664   0%                               - seed7-inside-string-p
         91,168   0%                                - syntax-ppss
         91,168   0%                                   make-closure
         82,880   0%                               - seed7-inside-comment-p
         49,728   0%                                - syntax-ppss
         49,728   0%                                   make-closure
         78,736   0%                                 make-closure
      2,448,704   0%                              - run-with-timer
      2,448,704   0%                               - run-at-time
      1,210,784   0%                                - timer-activate
      1,210,784   0%                                 - timer--activate
      1,210,784   0%                                    timer--time-less-p
        702,848   0%                                  timer-relative-time
        456,336   0%                                - timer-set-time
        456,336   0%                                   timer--time-setter
         78,736   0%                                  timer-create
