  2,495,125,961  99% - ...
  2,495,125,961  99%  - call-interactively@ido-cr+-record-current-command
  2,495,125,961  99%   - #<primitive-function call-interactively>
  2,495,125,961  99%    - funcall-interactively
  2,495,125,961  99%     - smex
  2,495,125,961  99%      - smex-read-and-run
  2,495,125,961  99%       - execute-extended-command
  2,495,125,961  99%        - command-execute
  2,495,125,961  99%         - call-interactively
  2,495,125,961  99%          - apply
  2,495,125,961  99%           - call-interactively@ido-cr+-record-current-command
  2,495,125,961  99%            - #<primitive-function call-interactively>
  2,495,125,961  99%             - funcall-interactively
  2,495,125,961  99%              - pel-profile-all
  2,495,125,961  99%               - pel-profile-indent
  2,495,125,961  99%                - pel-profile-indentation-test-of
  2,493,522,637  99%                 - call-interactively
  2,493,522,637  99%                  - apply
  2,493,522,637  99%                   - call-interactively@ido-cr+-record-current-command
  2,493,522,637  99%                    - #<primitive-function call-interactively>
  2,493,522,637  99%                     - funcall-interactively
  2,493,522,621  99%                      - seed7-complete-statement-or-indent
  2,493,522,621  99%                       - seed7-indent-region
  2,493,522,621  99%                        - seed7--indent-one-line
  2,493,514,333  99%                         - seed7-calc-indent
  1,537,720,749  61%                          - seed7-line-inside-parens-pair-column
  1,537,720,749  61%                           - seed7-line-inside-parens-pair
  1,524,458,187  61%                            - seed7-re-search-backward
  1,506,173,356  60%                             - run-with-timer
  1,506,173,356  60%                              - run-at-time
    990,272,571  39%                               - timer-activate
    990,272,571  39%                                - timer--activate
    990,272,571  39%                                 - timer--time-less-p
        239,155   0%                                    timer--time
    316,064,912  12%                                 timer-relative-time
    199,665,824   7%                               - timer-set-time
    199,665,784   7%                                  timer--time-setter
        169,904   0%                                 timer-create
            145   0%                                 timer-set-function
     17,259,597   0%                               re-search-backward
        588,493   0%                             - seed7-inside-string-p
        224,199   0%                                make-closure
        198,912   0%                                match-data
        165,382   0%                              - syntax-ppss
         99,456   0%                                 make-closure
         65,584   0%                                 parse-partial-sexp
            342   0%                                 #<byte-code-function D24>
        299,205   0%                             - seed7-inside-comment-p
        191,461   0%                              - syntax-ppss
        157,472   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
