  2,465,436,027  99% - ...
  2,465,436,027  99%  - call-interactively@ido-cr+-record-current-command
  2,465,436,027  99%   - #<primitive-function call-interactively>
  2,465,436,027  99%    - funcall-interactively
  2,465,436,027  99%     - smex
  2,465,436,027  99%      - smex-read-and-run
  2,465,436,027  99%       - execute-extended-command
  2,465,436,027  99%        - command-execute
  2,465,436,027  99%         - call-interactively
  2,465,436,027  99%          - apply
  2,465,436,027  99%           - call-interactively@ido-cr+-record-current-command
  2,465,436,027  99%            - #<primitive-function call-interactively>
  2,465,436,027  99%             - funcall-interactively
  2,465,436,027  99%              - pel-profile-all
  2,465,436,027  99%               - pel-profile-indent
  2,465,436,027  99%                - pel-profile-indentation-test-of
  2,463,855,231  99%                 - call-interactively
  2,463,855,231  99%                  - apply
  2,463,855,231  99%                   - call-interactively@ido-cr+-record-current-command
  2,463,855,231  99%                    - #<primitive-function call-interactively>
  2,463,855,231  99%                     - funcall-interactively
  2,463,855,215  99%                      - seed7-complete-statement-or-indent
  2,463,855,215  99%                       - seed7-indent-region
  2,463,855,215  99%                        - seed7--indent-one-line
  2,463,854,323  99%                         - seed7-calc-indent
  2,174,427,708  88%                          - seed7-line-inside-parens-pair-column
  2,174,427,708  88%                           - seed7-line-inside-parens-pair
  2,162,141,765  87%                            - seed7-re-search-backward
  2,157,809,598  87%                             - run-with-timer
  2,157,809,598  87%                              - run-at-time
  1,418,674,465  57%                               - timer-activate
  1,418,674,465  57%                                - timer--activate
  1,418,674,465  57%                                 - timer--time-less-p
          6,680   0%                                    timer--time
    453,016,773  18%                                 timer-relative-time
    286,116,064  11%                               - timer-set-time
    286,115,424  11%                                  timer--time-setter
          2,296   0%                                 timer-set-function
      4,316,751   0%                               re-search-backward
          9,568   0%                             - seed7-inside-string-p
          7,849   0%                              - syntax-ppss
          3,428   0%                                 #<byte-code-function 379>
            564   0%                                 syntax-table
          1,719   0%                                make-closure
          4,363   0%                             - seed7-inside-comment-p
          4,363   0%                              - syntax-ppss
          2,911   0%                                 #<byte-code-function AAC>
            104   0%                                 syntax-table
          1,485   0%                               make-closure
     12,285,943   0%                            - forward-sexp
     12,279,840   0%                             - seed7--forward-sexp-function
     12,279,840   0%                                looking-at
     75,771,675   3%                          - seed7-line-inside-a-block-cached
     75,771,675   3%                           - seed7-line-inside-a-block
     40,331,657   1%                            - seed7--safe-enclosing-block-bounds
     40,331,657   1%                             - seed7--block-end-pos-for
     40,167,569   1%                              - seed7-to-block-forward
     19,847,775   0%                               - seed7-re-search-forward
     12,350,314   0%                                - seed7-inside-comment-p
     12,350,314   0%                                 - syntax-ppss
     12,350,314   0%                                  - syntax-propertize
     12,350,314   0%                                   - seed7-mode-syntax-propertize
     12,350,314   0%                                      re-search-forward
      7,497,461   0%                                  re-search-forward
     11,227,593   0%                               - seed7-end-of-defun
     10,832,841   0%                                - seed7-top-block-name
     10,788,497   0%                                 - seed7--to-top
     10,510,481   0%                                  - seed7-re-search-backward
     10,497,024   0%                                   - run-with-timer
     10,497,024   0%                                    - run-at-time
      7,259,136   0%                                     - timer-activate
      7,259,136   0%                                      - timer--activate
      7,259,136   0%                                         timer--time-less-p
      1,984,512   0%                                       timer-relative-time
      1,253,376   0%                                     - timer-set-time
      1,253,376   0%                                        timer--time-setter
          9,361   0%                                   - seed7-inside-comment-p
          9,361   0%                                    - syntax-ppss
          9,361   0%                                     - syntax-propertize
          9,361   0%                                      - seed7-mode-syntax-propertize
          9,361   0%                                         re-search-forward
          4,096   0%                                     re-search-backward
        278,016   0%                                  - run-with-timer
        278,016   0%                                   - run-at-time
        182,784   0%                                    - timer-activate
        182,784   0%                                     - timer--activate
        182,784   0%                                        timer--time-less-p
         58,368   0%                                      timer-relative-time
         36,864   0%                                    - timer-set-time
         36,864   0%                                       timer--time-setter
         44,344   0%                                 - seed7--block-name
         24,552   0%                                    substring-no-properties
         12,248   0%                                    match-string
          7,544   0%                                  - seed7-re-search-forward
          7,544   0%                                     re-search-forward
        278,016   0%                                - seed7-re-search-backward
        278,016   0%                                 - run-with-timer
        278,016   0%                                  - run-at-time
        182,784   0%                                   - timer-activate
        182,784   0%                                    - timer--activate
        182,784   0%                                       timer--time-less-p
         58,368   0%                                     timer-relative-time
         36,864   0%                                   - timer-set-time
         36,864   0%                                      timer--time-setter
         40,920   0%                                  substring-no-properties
         40,152   0%                                - seed7-re-search-forward
         40,152   0%                                   re-search-forward
         22,352   0%                                  match-string
          8,192   0%                                  string-match
          5,120   0%                                  looking-at
      6,602,960   0%                               - seed7-inside-line-trailing-whitespace-before-line-end-comment-p
      6,602,960   0%                                  looking-at
      2,030,937   0%                               - seed7--current-line-nth-word
      2,030,937   0%                                - thing-at-point
      1,666,993   0%                                 - bounds-of-thing-at-point
      1,047,965   0%                                  - #<byte-code-function 19C>
      1,047,552   0%                                   - forward-thing
      1,047,552   0%                                      format
        559,636   0%                                  - #<byte-code-function 41A>
        556,512   0%                                   - forward-thing
        556,512   0%                                      format
         59,392   0%                                    re-search-forward
        458,304   0%                               - seed7--end-regexp-for
        458,304   0%                                  format
         74,616   0%                              - seed7--line-ends-a-statement-p
         66,424   0%                                 looking-at
          8,192   0%                               - forward-sexp
          8,192   0%                                - seed7--forward-sexp-function
          8,192   0%                                   looking-at
         65,920   0%                                re-search-forward
         12,288   0%                                looking-at
          9,216   0%                              - seed7-to-next-line-starts-with
          9,216   0%                               - seed7-re-search-forward
          9,216   0%                                  re-search-forward
          2,048   0%                              - seed7-re-search-forward-closest
          2,048   0%                               - seed7-re-search-forward
          2,048   0%                                  re-search-forward
     22,775,126   0%                            - seed7-re-search-backward
     11,586,880   0%                             - run-with-timer
     11,586,880   0%                              - run-at-time
      7,617,904   0%                               - timer-activate
      7,617,904   0%                                - timer--activate
      7,617,904   0%                                   timer--time-less-p
      2,432,592   0%                                 timer-relative-time
      1,536,384   0%                               - timer-set-time
      1,536,384   0%                                  timer--time-setter
     11,188,246   0%                               re-search-backward
     11,433,440   0%                            - replace-regexp-in-string
      3,232,680   0%                               concat
        861,388   0%                            - seed7-calc-indent
        545,371   0%                             - seed7-line-inside-a-block-cached
        545,371   0%                              - seed7-line-inside-a-block
        502,419   0%                               - seed7--safe-enclosing-block-bounds
