  3,678,207,479  99% - ...
  3,678,207,479  99%  - call-interactively@ido-cr+-record-current-command
  3,678,207,479  99%   - #<primitive-function call-interactively>
  3,678,207,479  99%    - funcall-interactively
  3,678,207,479  99%     - smex
  3,678,207,479  99%      - smex-read-and-run
  3,678,207,479  99%       - execute-extended-command
  3,678,207,479  99%        - command-execute
  3,678,207,479  99%         - call-interactively
  3,678,207,479  99%          - apply
  3,678,207,479  99%           - call-interactively@ido-cr+-record-current-command
  3,678,207,479  99%            - #<primitive-function call-interactively>
  3,678,207,479  99%             - funcall-interactively
  3,678,207,479  99%              - pel-profile-all
  3,678,207,479  99%               - pel-profile-indent
  3,678,207,479  99%                - pel-profile-indentation-test-of
  3,676,626,683  99%                 - call-interactively
  3,676,626,683  99%                  - apply
  3,676,626,683  99%                   - call-interactively@ido-cr+-record-current-command
  3,676,626,683  99%                    - #<primitive-function call-interactively>
  3,676,626,683  99%                     - funcall-interactively
  3,676,626,667  99%                      - seed7-complete-statement-or-indent
  3,676,626,667  99%                       - seed7-indent-region
  3,676,626,667  99%                        - seed7--indent-one-line
  3,086,076,149  83%                         - seed7-calc-indent
  1,495,481,416  40%                          - seed7-line-inside-parens-pair-column
  1,495,481,416  40%                           - seed7-line-inside-parens-pair
  1,469,393,071  39%                            - seed7-re-search-backward
  1,458,401,425  39%                             - run-with-timer
  1,458,401,425  39%                              - run-at-time
    892,544,322  24%                                 timer-relative-time
    563,854,130  15%                               - timer-set-time
    563,849,624  15%                                  timer--time-setter
      1,984,882   0%                               - timer-activate
      1,984,882   0%                                - timer--activate
      1,919,298   0%                                 - timer--time-less-p
      1,919,298   0%                                    timer--time
         16,576   0%                                 timer-create
          1,515   0%                                 timer-set-function
      9,884,282   0%                               re-search-backward
        643,838   0%                             - seed7-inside-comment-p
        639,694   0%                              - syntax-ppss
        557,464   0%                                 parse-partial-sexp
         12,432   0%                                 make-closure
          1,503   0%                                 #<byte-code-function B04>
          1,211   0%                                 syntax-table
        341,388   0%                             - seed7-inside-string-p
        207,913   0%                              - syntax-ppss
        196,752   0%                                 parse-partial-sexp
          8,288   0%                                 make-closure
          2,083   0%                                 #<byte-code-function 981>
            718   0%                                 syntax-table
        127,384   0%                                match-data
          6,091   0%                                make-closure
         23,762   0%                               make-closure
     25,690,697   0%                            - forward-sexp
     25,685,936   0%                             - seed7--forward-sexp-function
     25,685,936   0%                                looking-at
         98,376   0%                            - seed7-line-inside-syntax-parens-pair
         65,584   0%                             - syntax-ppss
         32,792   0%                                parse-partial-sexp
         32,792   0%                               seed7-move-to-line
    979,895,264  26%                          - seed7-position-of-end-of-statement
    979,895,264  26%                           - seed7-line-code-ends-with
    979,804,096  26%                            - seed7-re-search-backward
