     18,252,399  99% - ...
     18,252,399  99%  - call-interactively@ido-cr+-record-current-command
     18,252,399  99%   - #<primitive-function call-interactively>
     18,252,399  99%    - funcall-interactively
     18,252,399  99%     - smex
     18,252,399  99%      - smex-read-and-run
     18,252,399  99%       - execute-extended-command
     18,252,399  99%        - command-execute
     18,252,399  99%         - call-interactively
     18,252,399  99%          - apply
     18,252,399  99%           - call-interactively@ido-cr+-record-current-command
     18,252,399  99%            - #<primitive-function call-interactively>
     18,252,399  99%             - funcall-interactively
     18,252,399  99%              - pel-profile-all
     18,252,399  99%               - pel-profile-indent
     18,252,399  99%                - pel-profile-indentation-test-of
     16,682,867  91%                 - call-interactively
     16,682,867  91%                  - apply
     16,682,867  91%                   - call-interactively@ido-cr+-record-current-command
     16,682,867  91%                    - #<primitive-function call-interactively>
     16,682,867  91%                     - funcall-interactively
     16,682,851  91%                      - seed7-complete-statement-or-indent
     16,682,851  91%                       - seed7-indent-region
     16,682,851  91%                        - seed7--indent-one-line
     16,682,851  91%                         - seed7-calc-indent
      5,979,350  32%                          - seed7-line-is-defun-end
      3,432,241  18%                           - seed7-end-of-defun
      2,576,760  14%                            - seed7-top-block-name
      2,559,376  13%                             - seed7--to-top
      2,325,120  12%                              - seed7-re-search-backward
      2,325,120  12%                               - run-with-timer
      2,325,120  12%                                - run-at-time
      1,133,744   6%                                 - timer-activate
      1,133,744   6%                                  - timer--activate
      1,133,744   6%                                     timer--time-less-p
        730,192   3%                                   timer-relative-time
        461,184   2%                                 - timer-set-time
        461,184   2%                                    timer--time-setter
        234,256   1%                              - run-with-timer
        234,256   1%                               - run-at-time
        114,224   0%                                - timer-activate
        114,224   0%                                 - timer--activate
        114,224   0%                                    timer--time-less-p
         73,568   0%                                  timer-relative-time
         46,464   0%                                - timer-set-time
         46,464   0%                                   timer--time-setter
         17,384   0%                             - seed7--block-name
          9,200   0%                                match-string
          8,184   0%                                substring-no-properties
        309,437   1%                            - seed7-re-search-forward
        184,381   1%                             - seed7-inside-comment-p
        184,381   1%                              - syntax-ppss
        184,381   1%                               - syntax-propertize
        184,381   1%                                - seed7-mode-syntax-propertize
        184,381   1%                                   re-search-forward
        125,056   0%                               re-search-forward
        234,240   1%                            - seed7-re-search-backward
        234,240   1%                             - run-with-timer
        234,240   1%                              - run-at-time
        114,224   0%                               - timer-activate
        114,224   0%                                - timer--activate
        114,224   0%                                   timer--time-less-p
         73,552   0%                                 timer-relative-time
         46,464   0%                               - timer-set-time
         46,464   0%                                  timer--time-setter
        101,876   0%                              looking-at
         94,336   0%                              string-match
         58,304   0%                              match-string
         40,920   0%                              match-string-no-properties
         16,368   0%                              substring-no-properties
      1,368,578   7%                           - seed7-beg-of-defun
        343,529   1%                            - seed7-top-block-name
        198,272   1%                             - seed7--to-top
        139,224   0%                              - seed7-re-search-backward
         80,176   0%                                 re-search-backward
         59,048   0%                               - run-with-timer
         59,048   0%                                - run-at-time
         28,792   0%                                 - timer-activate
         28,792   0%                                  - timer--activate
         28,792   0%                                     timer--time-less-p
         18,544   0%                                   timer-relative-time
         11,712   0%                                 - timer-set-time
         11,712   0%                                    timer--time-setter
         59,048   0%                              - run-with-timer
         59,048   0%                               - run-at-time
         28,792   0%                                - timer-activate
         28,792   0%                                 - timer--activate
         28,792   0%                                    timer--time-less-p
         18,544   0%                                  timer-relative-time
         11,712   0%                                - timer-set-time
         11,712   0%                                   timer--time-setter
        145,257   0%                             - seed7--block-name
        145,257   0%                              - seed7-re-search-forward
        145,257   0%                                 re-search-forward
        320,137   1%                              looking-at
        298,821   1%                            - seed7-re-search-backward-closest
        298,821   1%                             - seed7-re-search-backward
        180,725   0%                                re-search-backward
        118,096   0%                              - run-with-timer
        118,096   0%                               - run-at-time
         57,584   0%                                - timer-activate
         57,584   0%                                 - timer--activate
         57,584   0%                                    timer--time-less-p
         37,088   0%                                  timer-relative-time
         23,424   0%                                - timer-set-time
         23,424   0%                                   timer--time-setter
        289,267   1%                            - seed7-re-search-backward
        191,664   1%                             - run-with-timer
        191,664   1%                              - run-at-time
         93,456   0%                               - timer-activate
         93,456   0%                                - timer--activate
         93,456   0%                                   timer--time-less-p
         60,192   0%                                 timer-relative-time
         38,016   0%                               - timer-set-time
         38,016   0%                                  timer--time-setter
         97,603   0%                               re-search-backward
        106,608   0%                              string-match
          8,184   0%                              match-string-no-properties
          2,032   0%                              match-string
        812,395   4%                           - seed7-line-starts-with-any
        812,395   4%                            - seed7-line-starts-with
        812,395   4%                               looking-at
        205,688   1%                             looking-back
         79,872   0%                           - seed7-move-to-line
         79,872   0%                            - seed7-to-previous-non-empty-line
         79,872   0%                               looking-at
         41,680   0%                           - seed7--safe-current-line-defun-start-indent
         41,680   0%                            - seed7-to-block-backward
         41,680   0%                             - seed7-re-search-backward
         40,656   0%                              - run-with-timer
         40,656   0%                               - run-at-time
         19,824   0%                                - timer-activate
         19,824   0%                                 - timer--activate
         19,824   0%                                    timer--time-less-p
         12,768   0%                                  timer-relative-time
          8,064   0%                                - timer-set-time
          8,064   0%                                   timer--time-setter
          1,024   0%                                re-search-backward
         38,896   0%                           - seed7--current-line-nth-word
         38,896   0%                            - thing-at-point
         37,880   0%                             - bounds-of-thing-at-point
         29,696   0%                                re-search-forward
          8,184   0%                              - #<byte-code-function 7EE>
          8,184   0%                               - forward-thing
          8,184   0%                                  format
      4,888,698  26%                          - seed7-line-inside-a-block-cached
      4,888,698  26%                           - seed7-line-inside-a-block
      2,750,103  15%                            - seed7-calc-indent
      1,055,027   5%                             - seed7-line-inside-a-block-cached
      1,055,027   5%                              - seed7-line-inside-a-block
        715,043   3%                               - seed7--safe-enclosing-block-bounds
        715,043   3%                                - seed7--block-end-pos-for
        623,867   3%                                 - seed7-to-block-forward
        515,987   2%                                  - seed7-end-of-defun
        451,259   2%                                   - seed7-top-block-name
        445,944   2%                                    - seed7--to-top
        414,968   2%                                     - seed7-re-search-backward
        402,688   2%                                      - run-with-timer
        402,688   2%                                       - run-at-time
        196,352   1%                                        - timer-activate
        196,352   1%                                         - timer--activate
        196,352   1%                                            timer--time-less-p
        126,464   0%                                          timer-relative-time
         79,872   0%                                        - timer-set-time
         79,872   0%                                           timer--time-setter
         12,280   0%                                        re-search-backward
         30,976   0%                                     - run-with-timer
         30,976   0%                                      - run-at-time
         15,104   0%                                       - timer-activate
         15,104   0%                                        - timer--activate
         15,104   0%                                           timer--time-less-p
          9,728   0%                                         timer-relative-time
          6,144   0%                                       - timer-set-time
          6,144   0%                                          timer--time-setter
          5,315   0%                                    - seed7--block-name
          5,315   0%                                     - seed7-re-search-forward
          5,315   0%                                        re-search-forward
         30,976   0%                                   - seed7-re-search-backward
         30,976   0%                                    - run-with-timer
         30,976   0%                                     - run-at-time
         15,104   0%                                      - timer-activate
         15,104   0%                                       - timer--activate
         15,104   0%                                          timer--time-less-p
          9,728   0%                                        timer-relative-time
          6,144   0%                                      - timer-set-time
          6,144   0%                                         timer--time-setter
          9,192   0%                                   - seed7-re-search-forward
          9,192   0%                                      re-search-forward
          8,184   0%                                     match-string
          8,184   0%                                     substring-no-properties
          4,096   0%                                     looking-at
          4,096   0%                                     string-match
         57,728   0%                                  - seed7-re-search-forward
         55,680   0%                                     re-search-forward
          2,048   0%                                   - seed7-inside-comment-p
          2,048   0%                                    - syntax-ppss
          2,048   0%                                     - syntax-propertize
          2,048   0%                                      - seed7-mode-syntax-propertize
          2,048   0%                                         re-search-forward
         29,672   0%                                  - seed7--current-line-nth-word
         29,672   0%                                   - thing-at-point
         21,488   0%                                    - bounds-of-thing-at-point
         16,368   0%                                     - #<byte-code-function C6C>
         16,368   0%                                      - forward-thing
         16,368   0%                                         format
          5,120   0%                                       re-search-forward
         20,480   0%                                  - seed7-inside-line-trailing-whitespace-before-line-end-comment-p
         20,480   0%                                     looking-at
         73,728   0%                                 - seed7--line-ends-a-statement-p
         38,912   0%                                  - forward-sexp
         38,912   0%                                   - seed7--forward-sexp-function
         38,912   0%                                      looking-at
         34,816   0%                                    looking-at
         14,336   0%                                   re-search-forward
          2,088   0%                                 - seed7-re-search-forward-closest
          1,064   0%                                  - seq-filter
          1,064   0%                                     make-symbol
          1,024   0%                                  - seed7-re-search-forward
          1,024   0%                                     re-search-forward
          1,024   0%                                   looking-at
        273,480   1%                               - seed7-re-search-backward
        264,264   1%                                - run-with-timer
        264,264   1%                                 - run-at-time
        128,856   0%                                  - timer-activate
        128,856   0%                                   - timer--activate
        128,856   0%                                      timer--time-less-p
         82,992   0%                                    timer-relative-time
         52,416   0%                                  - timer-set-time
         52,416   0%                                     timer--time-setter
          9,216   0%                                  re-search-backward
         33,768   0%                                 replace-regexp-in-string
         16,368   0%                                 match-string
         16,368   0%                                 substring-no-properties
        838,736   4%                             - seed7-line-inside-parens-pair-column
        838,736   4%                              - seed7-line-inside-parens-pair
        836,688   4%                               - seed7-re-search-backward
        815,056   4%                                - run-with-timer
        815,056   4%                                 - run-at-time
        397,424   2%                                  - timer-activate
        397,424   2%                                   - timer--activate
        397,424   2%                                      timer--time-less-p
        255,968   1%                                    timer-relative-time
        161,664   0%                                  - timer-set-time
        161,664   0%                                     timer--time-setter
         21,632   0%                                  re-search-backward
          2,048   0%                               - forward-sexp
          2,048   0%                                - seed7--forward-sexp-function
          2,048   0%                                   looking-at
        449,631   2%                             - seed7-line-is-defun-end
        237,679   1%                              - seed7-end-of-defun
        154,880   0%                               - seed7-top-block-name
        154,880   0%                                - seed7--to-top
        135,520   0%                                 - seed7-re-search-backward
        135,520   0%                                  - run-with-timer
        135,520   0%                                   - run-at-time
         66,080   0%                                    - timer-activate
         66,080   0%                                     - timer--activate
         66,080   0%                                        timer--time-less-p
         42,560   0%                                      timer-relative-time
