  1,233,609,401  99% - ...
  1,233,609,401  99%  - call-interactively@ido-cr+-record-current-command
  1,233,609,401  99%   - #<primitive-function call-interactively>
  1,233,609,401  99%    - funcall-interactively
  1,233,609,401  99%     - smex
  1,233,609,401  99%      - smex-read-and-run
  1,233,609,401  99%       - execute-extended-command
  1,233,609,401  99%        - command-execute
  1,233,609,401  99%         - call-interactively
  1,233,609,401  99%          - apply
  1,233,609,401  99%           - call-interactively@ido-cr+-record-current-command
  1,233,609,401  99%            - #<primitive-function call-interactively>
  1,233,609,401  99%             - funcall-interactively
  1,233,609,401  99%              - pel-profile-all
  1,233,609,401  99%               - pel-profile-indent
  1,233,609,401  99%                - pel-profile-indentation-test-of
  1,232,006,077  99%                 - call-interactively
  1,232,006,077  99%                  - apply
  1,232,006,077  99%                   - call-interactively@ido-cr+-record-current-command
  1,232,006,077  99%                    - #<primitive-function call-interactively>
  1,232,006,077  99%                     - funcall-interactively
  1,232,006,061  99%                      - seed7-complete-statement-or-indent
  1,232,006,061  99%                       - seed7-indent-region
  1,232,006,061  99%                        - seed7--indent-one-line
  1,231,985,341  99%                         - seed7-calc-indent
    381,909,408  30%                          - seed7-line-inside-parens-pair-column
    381,907,068  30%                           - seed7-line-inside-parens-pair
    376,200,751  30%                            - seed7-re-search-backward
    357,724,115  28%                             - run-with-timer
    357,724,115  28%                              - run-at-time
    174,018,534  14%                               - timer-activate
    174,018,534  14%                                - timer--activate
    174,018,534  14%                                 - timer--time-less-p
          1,447   0%                                    timer--time
    111,006,397   8%                                 timer-relative-time
     70,502,864   5%                               - timer-set-time
     70,502,864   5%                                  timer--time-setter
      2,196,320   0%                                 timer-create
     10,625,800   0%                               re-search-backward
      4,344,091   0%                             - seed7-inside-string-p
      2,308,208   0%                                match-data
      1,173,208   0%                              - syntax-ppss
      1,168,608   0%                                 make-closure
            961   0%                                 syntax-table
            949   0%                                 #<byte-code-function C29>
        862,675   0%                                make-closure
      2,142,547   0%                             - seed7-inside-comment-p
      1,355,187   0%                              - syntax-ppss
      1,355,088   0%                                 make-closure
             99   0%                                 #<byte-code-function 8B3>
      1,364,198   0%                               make-closure
      5,706,317   0%                            - forward-sexp
      5,705,832   0%                             - seed7--forward-sexp-function
      5,705,832   0%                                looking-at
    301,811,308  24%                          - seed7-line-inside-a-block-cached
    301,808,632  24%                           - seed7-line-inside-a-block
    146,738,354  11%                            - seed7--safe-enclosing-block-bounds
    146,526,255  11%                             - seed7--block-end-pos-for
    145,019,591  11%                              - seed7-to-block-forward
     54,161,932   4%                               - seed7-end-of-defun
     52,352,751   4%                                - seed7-top-block-name
     51,951,601   4%                                 - seed7--to-top
     51,120,785   4%                                  - seed7-re-search-backward
     51,004,469   4%                                   - run-with-timer
     51,004,469   4%                                    - run-at-time
     24,302,837   1%                                     - timer-activate
     24,302,837   1%                                      - timer--activate
     24,302,837   1%                                       - timer--time-less-p
             69   0%                                          timer--time
     16,365,504   1%                                       timer-relative-time
     10,336,128   0%                                     - timer-set-time
     10,336,128   0%                                        timer--time-setter
        106,752   0%                                     re-search-backward
          9,052   0%                                   - seed7-inside-comment-p
          9,052   0%                                    - syntax-ppss
          8,353   0%                                     - syntax-propertize
          8,353   0%                                      - seed7-mode-syntax-propertize
          8,353   0%                                         re-search-forward
            512   0%                                   - seed7-inside-string-p
            512   0%                                    - syntax-ppss
            499   0%                                       syntax-table
             13   0%                                       #<byte-code-function DEF>
        830,816   0%                                  - run-with-timer
        830,816   0%                                   - run-at-time
        388,384   0%                                    - timer-activate
        388,384   0%                                     - timer--activate
        388,384   0%                                        timer--time-less-p
        271,168   0%                                      timer-relative-time
        171,264   0%                                    - timer-set-time
        171,264   0%                                       timer--time-setter
        401,150   0%                                 - seed7--block-name
        220,968   0%                                    substring-no-properties
        115,782   0%                                  - seed7-re-search-forward
        115,782   0%                                     re-search-forward
         64,400   0%                                    match-string
        825,696   0%                                - seed7-re-search-backward
        825,696   0%                                 - run-with-timer
        825,696   0%                                  - run-at-time
        383,264   0%                                   - timer-activate
        383,264   0%                                    - timer--activate
        383,264   0%                                       timer--time-less-p
        271,168   0%                                     timer-relative-time
        171,264   0%                                   - timer-set-time
        171,264   0%                                      timer--time-setter
        553,221   0%                                - seed7-re-search-forward
        464,115   0%                                 - re-search-forward
        205,967   0%                                  - internal--syntax-propertize
        205,967   0%                                   - syntax-propertize
        205,967   0%                                    - seed7-mode-syntax-propertize
        184,631   0%                                       re-search-forward
         21,336   0%                                       put-text-property
         89,106   0%                                 - seed7-inside-comment-p
         89,106   0%                                  - syntax-ppss
         89,106   0%                                   - syntax-propertize
         89,106   0%                                    - seed7-mode-syntax-propertize
         79,962   0%                                       re-search-forward
          9,144   0%                                       put-text-property
        212,784   0%                                  substring-no-properties
        100,016   0%                                  match-string
         82,264   0%                                  looking-at
         35,200   0%                                  string-match
     41,184,124   3%                               - seed7--current-line-nth-word
     40,355,579   3%                                - thing-at-point
     27,724,475   2%                                 - bounds-of-thing-at-point
     14,562,320   1%                                  - #<byte-code-function E37>
     14,560,199   1%                                   - forward-thing
     14,559,336   1%                                      format
            863   0%                                      intern-soft
      7,237,133   0%                                  - #<byte-code-function 498>
      7,236,260   0%                                   - forward-thing
      7,234,656   0%                                      format
          1,604   0%                                      intern-soft
      3,621,856   0%                                    make-closure
        906,132   0%                                  - seq-some
        903,392   0%                                     make-closure
            924   0%                                     seq-do
        199,418   0%                                    re-search-forward
          1,250   0%                                  line-beginning-position
     33,302,534   2%                               - seed7-re-search-forward
     20,730,351   1%                                - re-search-forward
         34,819   0%                                 - internal--syntax-propertize
         34,819   0%                                  - syntax-propertize
         34,819   0%                                   - seed7-mode-syntax-propertize
         34,819   0%                                      re-search-forward
      8,994,337   0%                                - seed7-inside-comment-p
      8,474,095   0%                                 - syntax-ppss
      7,786,125   0%                                  - syntax-propertize
      7,752,973   0%                                   - seed7-mode-syntax-propertize
      7,723,965   0%                                      re-search-forward
         24,864   0%                                      match-data
        687,904   0%                                    make-closure
             66   0%                                    syntax-table
      3,577,846   0%                                - seed7-inside-string-p
      2,038,848   0%                                   match-data
        792,523   0%                                   make-closure
        746,475   0%                                 - syntax-ppss
        745,920   0%                                    make-closure
            365   0%                                    syntax-table
            190   0%                                    #<byte-code-function 8BC>
     11,833,207   0%                               - seed7-inside-line-trailing-whitespace-before-line-end-comment-p
     10,452,224   0%                                  looking-at
        567,268   0%                                - seed7-inside-comment-p
        339,348   0%                                 - syntax-ppss
        335,664   0%                                    make-closure
          2,842   0%                                    #<byte-code-function 517>
            632   0%                                    syntax-table
        536,067   0%                                - seed7-inside-line-indent-before-comment-p
          1,491   0%                                   seed7-to-indent
      3,160,070   0%                               - seed7--end-regexp-for
      3,159,024   0%                                  format
        626,418   0%                               - seed7-inside-comment-p
        381,922   0%                                - syntax-ppss
        381,248   0%                                   make-closure
            674   0%                                   #<byte-code-function C0D>
        481,946   0%                               - seed7-inside-line-indent-before-comment-p
          1,242   0%                                  seed7-to-indent
        896,224   0%                              - seed7--line-ends-a-statement-p
        597,616   0%                                 looking-at
        298,608   0%                               - forward-sexp
        298,608   0%                                - seed7--forward-sexp-function
        298,608   0%                                   looking-at
        292,720   0%                                re-search-forward
        230,512   0%                              - seed7-to-next-line-starts-with
        214,144   0%                               - seed7-re-search-forward
        214,144   0%                                  re-search-forward
         47,232   0%                                looking-at
         39,976   0%                              - seed7-re-search-forward-closest
         39,976   0%                               - seed7-re-search-forward
         35,832   0%                                  re-search-forward
          4,144   0%                                - seed7-inside-string-p
          4,144   0%                                   make-closure
    127,180,979  10%                            - seed7-re-search-backward
    112,265,675   9%                             - run-with-timer
    112,265,675   9%                              - run-at-time
     54,470,378   4%                               - timer-activate
     54,470,378   4%                                - timer--activate
     54,470,378   4%                                 - timer--time-less-p
            767   0%                                    timer--time
     35,040,736   2%                                 timer-relative-time
     22,190,325   1%                               - timer-set-time
     22,189,088   1%                                  timer--time-setter
        563,584   0%                                 timer-create
            652   0%                                 timer-set-function
     12,300,420   0%                               re-search-backward
      1,845,690   0%                             - seed7-inside-string-p
      1,164,464   0%                                match-data
        357,687   0%                                make-closure
        323,539   0%                              - syntax-ppss
        323,232   0%                                 make-closure
            307   0%                                 syntax-table
        511,406   0%                             - seed7-inside-comment-p
        246,190   0%                              - syntax-ppss
        244,496   0%                                 make-closure
          1,456   0%                                 #<byte-code-function F14>
        257,788   0%                               make-closure
     18,078,515   1%                            - replace-regexp-in-string
      1,761,595   0%                               concat
      4,631,392   0%                              match-string
      2,035,160   0%                            - seed7--indent-offset-for
      2,035,160   0%                               string-match
      1,778,020   0%                              substring-no-properties
      1,156,452   0%                            - seed7-calc-indent
        284,968   0%                             - seed7-line-inside-parens-pair-column
        284,968   0%                              - seed7-line-inside-parens-pair
        280,872   0%                               - seed7-re-search-backward
        259,368   0%                                - run-with-timer
        259,368   0%                                 - run-at-time
        100,152   0%                                  - timer-activate
        100,152   0%                                   - timer--activate
        100,152   0%                                      timer--time-less-p
         97,584   0%                                    timer-relative-time
         61,632   0%                                  - timer-set-time
         61,632   0%                                     timer--time-setter
         21,504   0%                                  re-search-backward
          4,096   0%                               - forward-sexp
          4,096   0%                                - seed7--forward-sexp-function
          4,096   0%                                   looking-at
        138,798   0%                             - seed7-line-at-endof-array-definition-block
         91,390   0%                              - seed7-line-code-ends-with
         91,390   0%                               - seed7-re-search-backward
         54,944   0%                                - run-with-timer
         54,944   0%                                 - run-at-time
         21,216   0%                                  - timer-activate
         21,216   0%                                   - timer--activate
         21,216   0%                                      timer--time-less-p
         20,672   0%                                    timer-relative-time
         13,056   0%                                  - timer-set-time
         13,056   0%                                     timer--time-setter
         34,816   0%                                  re-search-backward
          1,630   0%                                  make-closure
         29,088   0%                              - backward-sexp
         29,088   0%                               - forward-sexp
         29,088   0%                                - seed7--forward-sexp-function
         14,544   0%                                 - seed7--at-array-definition-end-line-p
         14,544   0%                                  - seed7-line-code-ends-with
         14,544   0%                                   - seed7-re-search-backward
         14,544   0%                                    - run-with-timer
         14,544   0%                                     - run-at-time
          5,616   0%                                      - timer-activate
          5,616   0%                                       - timer--activate
          5,616   0%                                          timer--time-less-p
          5,472   0%                                        timer-relative-time
          3,456   0%                                      - timer-set-time
          3,456   0%                                         timer--time-setter
         14,544   0%                                 - seed7--at-set-definition-end-line-p
         14,544   0%                                  - seed7-line-code-ends-with
         14,544   0%                                   - seed7-re-search-backward
         14,544   0%                                    - run-with-timer
         14,544   0%                                     - run-at-time
          5,616   0%                                      - timer-activate
          5,616   0%                                       - timer--activate
          5,616   0%                                          timer--time-less-p
          5,472   0%                                        timer-relative-time
          3,456   0%                                      - timer-set-time
          3,456   0%                                         timer--time-setter
         10,240   0%                                looking-at
          8,080   0%                              - seed7-re-search-backward
          8,080   0%                               - run-with-timer
          8,080   0%                                - run-at-time
          3,120   0%                                 - timer-activate
          3,120   0%                                  - timer--activate
          3,120   0%                                     timer--time-less-p
          3,040   0%                                   timer-relative-time
          1,920   0%                                 - timer-set-time
          1,920   0%                                    timer--time-setter
        128,336   0%                             - seed7-line-is-defun-end
         48,604   0%                              - seed7-beg-of-defun
         16,484   0%                               - seed7-re-search-backward
         13,252   0%                                  re-search-backward
          3,232   0%                                - run-with-timer
          3,232   0%                                 - run-at-time
          1,248   0%                                  - timer-activate
          1,248   0%                                   - timer--activate
          1,248   0%                                      timer--time-less-p
          1,216   0%                                    timer-relative-time
            768   0%                                  - timer-set-time
            768   0%                                     timer--time-setter
         16,384   0%                                 looking-at
         15,736   0%                               - seed7-re-search-backward-closest
         15,736   0%                                - seed7-re-search-backward
          9,272   0%                                   re-search-backward
          6,464   0%                                 - run-with-timer
          6,464   0%                                  - run-at-time
          2,496   0%                                   - timer-activate
          2,496   0%                                    - timer--activate
          2,496   0%                                       timer--time-less-p
          2,432   0%                                     timer-relative-time
          1,536   0%                                   - timer-set-time
          1,536   0%                                      timer--time-setter
         45,956   0%                              - seed7-line-starts-with-any
