  4,106,543,781  99% - ...
  4,106,543,781  99%  - call-interactively@ido-cr+-record-current-command
  4,106,543,781  99%   - #<primitive-function call-interactively>
  4,106,543,781  99%    - funcall-interactively
  4,106,543,781  99%     - smex
  4,106,543,781  99%      - smex-read-and-run
  4,106,543,781  99%       - execute-extended-command
  4,106,543,781  99%        - command-execute
  4,106,543,781  99%         - call-interactively
  4,106,543,781  99%          - apply
  4,106,543,781  99%           - call-interactively@ido-cr+-record-current-command
  4,106,543,781  99%            - #<primitive-function call-interactively>
  4,106,543,781  99%             - funcall-interactively
  4,106,543,781  99%              - pel-profile-all
  4,106,543,781  99%               - pel-profile-indent
  4,106,543,781  99%                - pel-profile-indentation-test-of
  4,104,940,457  99%                 - call-interactively
  4,104,940,457  99%                  - apply
  4,104,940,457  99%                   - call-interactively@ido-cr+-record-current-command
  4,104,940,457  99%                    - #<primitive-function call-interactively>
  4,104,940,457  99%                     - funcall-interactively
  4,104,940,441  99%                      - seed7-complete-statement-or-indent
  4,104,940,441  99%                       - seed7-indent-region
  4,104,940,441  99%                        - seed7--indent-one-line
  4,104,737,385  99%                         - seed7-calc-indent
  2,516,814,876  61%                          - seed7-line-inside-parens-pair-column
  2,516,814,876  61%                           - seed7-line-inside-parens-pair
  2,473,551,405  60%                            - seed7-re-search-backward
  2,426,377,097  58%                             - run-with-timer
  2,426,377,097  58%                              - run-at-time
  1,595,299,815  38%                               - timer-activate
  1,595,299,815  38%                                - timer--activate
  1,595,267,023  38%                                 - timer--time-less-p
      1,346,984   0%                                    timer--time
    504,777,332  12%                                 timer-relative-time
    320,128,842   7%                               - timer-set-time
    320,127,416   7%                                  timer--time-setter
      6,170,416   0%                                 timer-create
            692   0%                                 timer-set-function
     22,448,237   0%                               re-search-backward
     14,138,262   0%                             - seed7-inside-string-p
      5,166,848   0%                                match-data
      4,783,569   0%                              - syntax-ppss
      4,521,104   0%                                 make-closure
        262,336   0%                                 parse-partial-sexp
            129   0%                                 #<byte-code-function 53B>
      4,187,845   0%                                make-closure
      6,056,447   0%                             - seed7-inside-comment-p
      4,050,751   0%                              - syntax-ppss
      3,721,312   0%                                 make-closure
        327,920   0%                                 parse-partial-sexp
          1,307   0%                                 syntax-table
            105   0%                                 #<byte-code-function 692>
      4,498,570   0%                               make-closure
     42,983,479   1%                            - forward-sexp
     42,981,620   1%                             - seed7--forward-sexp-function
     42,981,620   1%                                looking-at
        123,600   0%                            - seed7-line-inside-syntax-parens-pair
         98,736   0%                             - syntax-ppss
         65,584   0%                                parse-partial-sexp
         33,152   0%                                make-closure
    471,626,152  11%                          - seed7-line-is-defun-end
    231,372,847   5%                           - seed7-end-of-defun
    216,665,360   5%                            - seed7-top-block-name
    216,513,264   5%                             - seed7--to-top
    214,738,816   5%                              - seed7-re-search-backward
    211,850,934   5%                               - run-with-timer
    211,850,934   5%                                - run-at-time
    146,666,814   3%                                 - timer-activate
    146,666,814   3%                                  - timer--activate
    146,666,814   3%                                   - timer--time-less-p
        296,023   0%                                      timer--time
     39,507,072   0%                                   timer-relative-time
     24,997,424   0%                                 - timer-set-time
     24,997,424   0%                                    timer--time-setter
        679,616   0%                                   timer-create
              8   0%                                   timer-set-function
      1,814,712   0%                               - seed7-inside-string-p
      1,118,880   0%                                  match-data
        385,392   0%                                  make-closure
        310,440   0%                                - syntax-ppss
        277,648   0%                                   make-closure
         32,792   0%                                   parse-partial-sexp
