    749,921,870  99% - ...
    749,921,870  99%  - call-interactively
    749,921,870  99%   - apply
    749,921,870  99%    - call-interactively@ido-cr+-record-current-command
    749,921,870  99%     - #<primitive-function call-interactively>
    749,921,870  99%      - funcall-interactively
    749,921,870  99%       - smex
    749,921,870  99%        - smex-read-and-run
    749,921,870  99%         - execute-extended-command
    749,921,870  99%          - command-execute
    749,921,870  99%           - call-interactively
    749,921,870  99%            - apply
    749,921,870  99%             - call-interactively@ido-cr+-record-current-command
    749,921,870  99%              - #<primitive-function call-interactively>
    749,921,870  99%               - funcall-interactively
    749,921,870  99%                - pel-profile
    748,287,202  99%                 - call-interactively
    748,287,202  99%                  - apply
    748,287,202  99%                   - call-interactively@ido-cr+-record-current-command
    748,287,202  99%                    - #<primitive-function call-interactively>
    748,287,202  99%                     - funcall-interactively
    748,287,186  99%                      - seed7-complete-statement-or-indent
    748,287,186  99%                       - seed7-indent-region
    748,287,186  99%                        - seed7--indent-one-line
    746,408,634  99%                         - seed7-calc-indent
    525,249,070  69%                          - seed7-line-is-defun-end
    350,096,624  46%                           - seed7-end-of-defun
    323,307,903  43%                            - seed7-top-block-name
    321,891,655  42%                             - seed7--to-top
    319,096,719  42%                              - seed7-re-search-backward
    244,867,320  32%                               - run-with-timer
    244,867,320  32%                                - run-at-time
    119,713,336  15%                                 - timer-activate
    119,713,336  15%                                  - timer--activate
    119,713,336  15%                                   - timer--time-less-p
        491,880   0%                                      timer--time
     66,343,296   8%                                   timer-relative-time
     46,312,384   6%                                 - timer-set-time
     46,312,384   6%                                    timer--time-setter
     12,498,304   1%                                   timer-create
     47,647,896   6%                               - seed7-inside-string-p
      7,720,456   1%                                - syntax-ppss
      7,210,560   0%                                   make-closure
        509,896   0%                                 - parse-partial-sexp
        149,184   0%                                  - internal--syntax-propertize
        116,032   0%                                   - syntax-propertize
         70,448   0%                                      seed7-mode-syntax-propertize
     17,049,408   2%                               - seed7-inside-comment-p
      9,163,376   1%                                - syntax-ppss
      6,750,576   0%                                   make-closure
      2,117,650   0%                                 - syntax-propertize
      2,043,058   0%                                    seed7-mode-syntax-propertize
        295,128   0%                                   parse-partial-sexp
      9,499,303   1%                                 make-closure
      2,633,680   0%                              - run-with-timer
      2,633,680   0%                               - run-at-time
      1,307,008   0%                                - timer-activate
      1,307,008   0%                                 - timer--activate
      1,307,008   0%                                    timer--time-less-p
        721,680   0%                                  timer-relative-time
        468,240   0%                                - timer-set-time
        468,240   0%                                   timer--time-setter
        136,752   0%                                  timer-create
        128,464   0%                                make-closure
      1,362,376   0%                             - seed7--block-name
      1,189,328   0%                              - seed7-re-search-forward
        986,272   0%                               - seed7-inside-string-p
        132,608   0%                                - syntax-ppss
        132,608   0%                                   make-closure
        203,056   0%                               - seed7-inside-comment-p
        161,616   0%                                - syntax-ppss
