  6,135,169,486  99% - ...
  6,135,169,486  99%  - call-interactively
  6,135,169,486  99%   - apply
  6,135,169,486  99%    - call-interactively@ido-cr+-record-current-command
  6,135,169,486  99%     - #<primitive-function call-interactively>
  6,135,169,486  99%      - funcall-interactively
  6,135,169,486  99%       - smex
  6,135,169,486  99%        - smex-read-and-run
  6,135,169,486  99%         - execute-extended-command
  6,135,169,486  99%          - command-execute
  6,135,169,486  99%           - call-interactively
  6,135,169,486  99%            - apply
  6,135,169,486  99%             - call-interactively@ido-cr+-record-current-command
  6,135,169,486  99%              - #<primitive-function call-interactively>
  6,135,169,486  99%               - funcall-interactively
  6,135,169,486  99%                - pel-profile
  6,133,566,162  99%                 - call-interactively
  6,133,566,162  99%                  - apply
  6,133,566,162  99%                   - call-interactively@ido-cr+-record-current-command
  6,133,566,162  99%                    - #<primitive-function call-interactively>
  6,133,566,162  99%                     - funcall-interactively
  6,133,566,146  99%                      - seed7-complete-statement-or-indent
  6,133,566,146  99%                       - seed7-indent-region
  6,133,566,146  99%                        - seed7--indent-one-line
  6,131,385,586  99%                         - seed7-calc-indent
  4,109,559,297  66%                          - seed7-line-is-defun-end
  3,281,309,263  53%                           - seed7-end-of-defun
  3,237,093,789  52%                            - seed7-top-block-name
  3,232,792,367  52%                             - seed7--to-top
  3,222,725,223  52%                              - seed7-re-search-backward
  2,643,046,108  42%                               - run-with-timer
  2,643,046,108  42%                                - run-at-time
  1,294,711,953  21%                                 - timer-activate
  1,294,711,953  21%                                  - timer--activate
  1,294,646,369  21%                                   - timer--time-less-p
        329,232   0%                                      timer--time
    736,321,586  11%                                   timer-relative-time
    502,730,784   8%                                 - timer-set-time
    502,730,784   8%                                    timer--time-setter
    109,281,424   1%                                   timer-create
            361   0%                                   timer-set-function
    383,487,768   6%                               - seed7-inside-string-p
     47,165,232   0%                                - syntax-ppss
     46,201,456   0%                                   make-closure
        963,032   0%                                 - parse-partial-sexp
        733,488   0%                                  - internal--syntax-propertize
        480,704   0%                                   - syntax-propertize
        273,504   0%                                      seed7-mode-syntax-propertize
            427   0%                                   #<byte-code-function 320>
              1   0%                                   syntax-table
    118,853,508   1%                               - seed7-inside-comment-p
     46,366,660   0%                                - syntax-ppss
     44,481,696   0%                                   make-closure
      1,688,212   0%                                 - syntax-propertize
      1,452,004   0%                                  - seed7-mode-syntax-propertize
            100   0%                                     #<byte-code-function 4988>
        163,960   0%                                   parse-partial-sexp
     77,337,839   1%                                 make-closure
      9,760,848   0%                              - run-with-timer
      9,760,848   0%                               - run-at-time
      4,872,208   0%                                - timer-activate
      4,872,208   0%                                 - timer--activate
      4,872,208   0%                                    timer--time-less-p
      2,780,368   0%                                  timer-relative-time
      1,793,328   0%                                - timer-set-time
      1,793,328   0%                                   timer--time-setter
        314,944   0%                                  timer-create
        273,504   0%                                make-closure
      4,123,230   0%                             - seed7--block-name
      3,690,918   0%                              - seed7-re-search-forward
      2,552,704   0%                               - seed7-inside-string-p
        223,776   0%                                - syntax-ppss
        223,776   0%                                   make-closure
      1,138,214   0%                               - seed7-inside-comment-p
      1,096,774   0%                                - syntax-ppss
        661,654   0%                                 - syntax-propertize
        442,022   0%                                    seed7-mode-syntax-propertize
        435,120   0%                                   make-closure
         71,280   0%                                match-string
     22,764,422   0%                            - seed7-re-search-forward
     14,550,629   0%                             - seed7-inside-comment-p
     14,123,797   0%                              - syntax-ppss
     13,751,197   0%                               - syntax-propertize
     13,241,485   0%                                  seed7-mode-syntax-propertize
        339,808   0%                                 make-closure
         32,792   0%                                 parse-partial-sexp
      1,736,336   0%                             - seed7-inside-string-p
        331,520   0%                              - syntax-ppss
        331,520   0%                                 make-closure
      1,649,721   0%                             - internal--syntax-propertize
